lagtime	RRD_p|all	se_p|all	wtd_avg_RRD_p|all	se_p|all
492	0.000365846582089949	5.82916225097864e-05	0.000246836408375292	6.93043655772851e-05
498	0.000359474356522274	5.82595530957351e-05	0.000260749244971338	6.92680963844005e-05
504	0.000334134367277584	5.8236032164406e-05	0.000244374776455794	6.92399994718327e-05
510	0.00035246246977945	5.82149068585968e-05	0.000256496821104221	6.92269433668601e-05
516	0.000347425330740892	5.81994988306964e-05	0.000226745329601471	6.92302650826087e-05
522	0.000353594098381577	5.82019876463075e-05	0.000231703907188893	6.92080517701226e-05
528	0.000340982685573235	5.81992350385871e-05	0.000233256304356974	6.91619786102827e-05
534	0.000329689515711403	5.81885400703736e-05	0.000203474406317993	6.91243269274692e-05
540	0.000343364429704303	5.81777720832628e-05	0.000177675220716082	6.90925144565227e-05
546	0.00035708547535526	5.81643876347592e-05	0.000197112146650571	6.90618089436108e-05
552	0.000323194864341973	5.81561492655218e-05	0.000180337878152806	6.90342379362877e-05
558	0.000334670787818879	5.813922610801e-05	0.000204361210862584	6.90120076755929e-05
564	0.000348871488012564	5.8130963141027e-05	0.000246639454341777	6.90287652399167e-05
570	0.000329015560189436	5.81288960638933e-05	0.000183324722923829	6.90208970921176e-05
576	0.000325988296948006	5.81273981045823e-05	0.000148767544991895	6.90031398478134e-05
582	0.00028159623164293	5.81232794799235e-05	0.000146511257501079	6.89902187057732e-05
588	0.00025619518232547	5.81271000870596e-05	0.000123928273739021	6.89701544857715e-05
594	0.00028040196153235	5.81191950979254e-05	0.000131034545324522	6.88972743810019e-05
600	0.000278558066794667	5.8127241342396e-05	0.000116470821380237	6.87531201287779e-05
