lagtime	RRD_p|all	se_p|all	wtd_avg_RRD_p|all	se_p|all
414	0.000238288571267632	0.000122137033087314	0.000268333621651294	0.000154943842325022
420	0.00024605371945485	0.000122128966067579	0.000281154635134622	0.000154939509665364
426	0.00027230627465819	0.000122117576451674	0.000284738783390538	0.000154926891990566
432	0.000277742200839504	0.00012210475056112	0.000236546184295343	0.00015491447700645
438	0.000287502283301658	0.000122090642570709	0.00028346182331937	0.000154921618818008
444	0.000303005495409697	0.000122076550618417	0.000279856094347444	0.000154939379541714
450	0.000287395314745926	0.000122064417079125	0.000285940579755409	0.000154967877108136
456	0.000285099493010508	0.000122052229773671	0.000312104919917044	0.000155000650368407
462	0.000247973097982151	0.000122042265529987	0.000297096560489161	0.000155034942056696
468	0.00019162538330957	0.000122035285840039	0.000288442469815814	0.000155050535291063
474	0.000170716196037393	0.000122029598499666	0.000308508900131619	0.000155067325211383
480	0.000164102369424568	0.000122024972293772	0.000278382292820926	0.000155087224967401
486	0.000153808673700288	0.000122021798502853	0.000255378639989512	0.000155110189663159
