lagtime	RRD_p|all	se_p|all	wtd_avg_RRD_p|all	se_p|all
71	0.00175166210101741	0.000105942131117648	0.00175809795819639	0.0001344811143224
72	0.001731805747567	0.000105938367558109	0.00173862401541032	0.000134471574564956
73	0.00174950410842013	0.00010593033440909	0.00179663677345054	0.00013446419992381
74	0.00170297039977247	0.000105925249731417	0.00176169774392487	0.000134463505491279
75	0.00165434629556287	0.000105920050382169	0.00167583791478964	0.000134455605539188
76	0.00165146548328693	0.000105916280876276	0.0016121627465753	0.000134437954989705
77	0.00162516960889269	0.000105911473618894	0.00153282088562798	0.000134409357080559
78	0.00161325323154086	0.000105913583198888	0.00146958976618942	0.000134387632307938
79	0.00160916389343733	0.000105913715888008	0.0014435915565946	0.000134365445440231
80	0.00159970405542451	0.000105908624221382	0.00144441247489692	0.000134334187349687
81	0.00159042070265186	0.00010590079957534	0.00146565458876581	0.000134304122358129
82	0.00161035078585748	0.000105895379928601	0.001522192181794	0.000134281264863167
83	0.00157108534577395	0.000105889457078711	0.00153524779526381	0.000134268400499063
84	0.00152561606165154	0.000105881871229126	0.00148234999144097	0.000134245728858619
85	0.00152059386871552	0.000105874887551464	0.00146154399403845	0.00013421302334226
86	0.00149532589991618	0.000105865051048113	0.001448749514882	0.0001341728475084
87	0.00148956087481287	0.000105846013032572	0.00149338753160702	0.000134128364665073
88	0.00149497319643959	0.00010582433338826	0.00150715760619991	0.000134095397054796
89	0.00147178047482205	0.000105797370907459	0.00143246842237139	0.000134054230730414
90	0.00141590456537459	0.000105770846444416	0.00134040199692782	0.000133998308322599
91	0.00138779962683319	0.000105737916317216	0.00132337962711108	0.000133912867536289
92	0.00140673149818973	0.000105701661697002	0.00134932710854363	0.000133812699749178
93	0.00136691017117973	0.000105665509742745	0.00132173443408054	0.000133719780400421
94	0.00136612566996693	0.000105628425732755	0.00136540173063586	0.000133631225286444
95	0.00138434924965273	0.000105576124485848	0.00138735888936991	0.000133538686069879
96	0.00140699682269783	0.00010550478310348	0.00144525384680343	0.00013341888571874
97	0.00145639408428944	0.000105405306321909	0.00150169417543974	0.000133244797539577
98	0.00148420919942419	0.000105270871937209	0.00152999135294949	0.000132972591476626
99	0.0014974286485219	0.000105058053518824	0.00149489939783496	0.00013251827532408
100	0.00150132265888105	0.000104657128586633	0.00146234368394333	0.000131581172750617
