lagtime	RRD_p|all	se_p|all
0.333333333333333	0.000374975535714171	3.07017852994895e-05
1	0.00071751844942888	2.68801737399443e-05
2	0.00132880314982207	3.74318333298139e-05
3	0.00203857487063487	4.68537527810153e-05
4	0.00273993579866917	5.52310712486289e-05
5	0.00301555166678969	6.26551331805869e-05
6	0.00305806522935017	6.91382851079088e-05
7	0.00313413547815425	7.48101162639974e-05
8	0.00324727495750847	7.9807089741033e-05
9	0.0035882449023276	8.42441484005894e-05
10	0.00408740489176436	8.81527144574976e-05
11	0.00450339130367918	9.15660995840166e-05
12	0.00479930216758724	9.45693823301529e-05
13	0.0049744992198367	9.72284324782503e-05
14	0.00496769054978732	9.96026069152328e-05
15	0.00501625278899796	0.000101712655441069
16	0.00502034585387792	0.000103582430079487
17	0.00494072452483781	0.000105226979800391
18	0.00478385576681974	0.000106681963943189
19	0.00470358267983095	0.000107963756276764
20	0.00463805742851054	0.000109114563314243
21	0.0046122745742458	0.000110130058057134
22	0.00446329010107632	0.000111019980275786
23	0.00431327321092379	0.000111800196089455
24	0.00415055548522497	0.000112456101308934
25	0.00398137616533457	0.000113013027726363
26	0.00385522048144171	0.000113500774586168
27	0.00375097680336545	0.000113927333681457
28	0.00370806157258594	0.000114309277773309
29	0.00367367471211844	0.000114655318581768
30	0.0036087797127976	0.000114977860194471
31	0.00354482570117619	0.000115271013395097
32	0.00343074930981202	0.000115527796305142
33	0.00332280985112436	0.000115751428058405
34	0.00317765606282113	0.000115944482106757
35	0.00301771052831719	0.000116110312137323
36	0.00288988426795235	0.000116250105381403
37	0.00279551649342369	0.000116363386731581
38	0.00271103900635382	0.00011647157949577
39	0.00266740064514978	0.000116550931834543
40	0.00261311358054673	0.000116610161975103
41	0.00256095784919886	0.000116647694177133
42	0.00247508947972238	0.00011667979349875
43	0.00238330201312247	0.000116713386489926
44	0.00230776907534258	0.000116752621685126
45	0.00222173458607063	0.000116801707860871
46	0.00214897061880498	0.000116855852124819
47	0.00204611356068828	0.000116903355948675
48	0.00193526279667031	0.000116950948765991
49	0.00185137790768621	0.000116989766582671
50	0.0017707246160786	0.000117027991969508
51	0.00168917928826538	0.00011707240358559
52	0.00161634579440507	0.000117110745285036
53	0.00156944952881522	0.000117147932203077
54	0.0015576389217514	0.000117179889716017
55	0.00154219904059145	0.000117210184768537
56	0.00146429269964761	0.000117242514119799
57	0.00146051005830009	0.000117281392366195
58	0.0014725827539753	0.000117322674493691
59	0.00140435612492538	0.000117363780185742
60	0.00131538427006916	0.000117401829709911
61	0.00121800475862087	0.000117433874753463
62	0.00115283326534806	0.000117460017030923
63	0.00109237606667401	0.000117476759113009
64	0.00105036286398057	0.000117491892996623
65	0.00108874425850211	0.00011750809236554
66	0.00113859297915539	0.00011752316199665
67	0.00115401921830438	0.000117540161554484
68	0.00111726281245178	0.000117562219196356
69	0.00109914092040663	0.000117583913515169
70	0.00108113633003457	0.00011761158963803
71	0.00106133303220717	0.000117642185129586
72	0.00104239971586527	0.000117673383459233
73	0.00101238179124756	0.000117703265560469
74	0.000988464909621261	0.000117729070936256
75	0.000956834207023458	0.000117751167336244
76	0.00096414586853291	0.000117776281624453
77	0.00096577262472805	0.000117799713586236
78	0.000926794170803411	0.000117820673237827
79	0.000889511169996955	0.000117840861648295
80	0.000861227978018332	0.000117865092977169
81	0.000849461545864828	0.000117895961421361
82	0.000884684150649354	0.000117930569466447
83	0.000863706236606424	0.000117967401496768
84	0.000800565197421707	0.000118006112990051
