lagtime	RRD_p|all	se_p|all
85	0.000738191643723122	0.000118044134616098
86	0.000692693108508838	0.000118083073909085
87	0.000643579411786459	0.000118124312447123
88	0.000605003929254067	0.000118189818246029
89	0.000660633842751178	0.000118278031007648
90	0.000798355693294036	0.000118376825407072
91	0.000845565019188248	0.00011847594633538
92	0.000862763274524196	0.000118575764614521
93	0.000849619318777	0.000118671455263244
94	0.000846363273457359	0.000118759927814585
95	0.000828853733196587	0.000118840712928889
96	0.000825845352884099	0.00011891105633682
97	0.000773076243072803	0.000118970265390766
98	0.000726627756627198	0.000119019950823682
99	0.000680457529645351	0.000119061485515307
100	0.000658229441254392	0.000119098868939929
101	0.000626849843206433	0.000119140038819317
102	0.000561307457374728	0.000119174973628829
103	0.000520751159004928	0.000119200877122987
104	0.00050430976712266	0.000119223053281177
105	0.000487869073166762	0.000119242197102345
106	0.000466110873670745	0.000119257903319024
107	0.000434833351839706	0.000119266874962379
108	0.000418649477996607	0.000119265351720202
109	0.00041816259996695	0.00011926154071979
110	0.000411628017933802	0.00011926639468099
111	0.000399548976030079	0.000119297139355078
112	0.000390557523884076	0.00011935362760188
113	0.000410877727025384	0.000119429492780806
114	0.000410127758635103	0.0001195170396256
115	0.000399885852443911	0.000119608691190079
116	0.000382734215969216	0.00011970206179755
117	0.000367852315951154	0.000119794237334643
118	0.000353647331079241	0.000119865385211724
119	0.000352202207838745	0.000119923563122045
120	0.000371694970226347	0.000119967496335798
121	0.000352319060631579	0.000119999498081616
122	0.00035960701714142	0.000120031418776482
123	0.000375589646204947	0.00012005843058107
124	0.000398280509145876	0.00012008874880657
125	0.000384550143275958	0.000120118765717728
126	0.000364351857016555	0.000120150113925854
127	0.000369121507157556	0.000120172429404517
128	0.000358695776686913	0.000120194307694445
129	0.000377687341351981	0.000120219721641044
130	0.000373359333204167	0.000120245940969578
131	0.000383909724334924	0.000120270566702725
132	0.000371823946970567	0.000120297527634147
133	0.000359611508410952	0.000120317434742308
134	0.000371858948192931	0.000120337361392799
135	0.000365577742451796	0.000120357411481526
136	0.000417561456612298	0.000120378104619372
137	0.000405152412727483	0.000120397471134035
138	0.000388844381347481	0.000120417002807051
139	0.000373266703967238	0.000120438219163553
140	0.000337184942702849	0.000120458779072389
141	0.000332732916443366	0.000120482283774653
142	0.000348545932403502	0.000120505776037731
143	0.000350881474690351	0.00012052696205669
144	0.00036643849678316	0.000120543162191848
145	0.000356658743429024	0.000120550104678259
146	0.000351752717769065	0.000120551757968984
147	0.000346706698148451	0.000120551621423288
148	0.00033946771900692	0.00012055085587784
149	0.000332706325433242	0.000120547461897665
150	0.000337291219674108	0.000120554973584425
151	0.000338522063269793	0.000120566696026854
152	0.000320976137354973	0.000120580673058434
153	0.000316958943966442	0.00012059629924641
154	0.000312662502657134	0.000120618416777042
155	0.000327647596457977	0.000120648272210856
156	0.000352091167771174	0.000120681250959648
157	0.000355856212144429	0.000120712173878338
158	0.000370209189502845	0.000120736638086666
159	0.000378365665202757	0.000120754981169461
160	0.000372024935209026	0.000120763649702551
161	0.000377616473948075	0.000120769841944821
162	0.000373923597704956	0.000120779739990557
163	0.000374208261368722	0.000120787755831944
164	0.000397288896982461	0.000120789525890733
165	0.000417863532982608	0.000120764410070471
166	0.000403056304979004	0.00012072753480521
167	0.000373133407175901	0.000120656127855113
168	0.000354016864506171	0.000120515014550876
