lagtime	wtd_avg_RRD_p|all	se_p|all
0.333333333333333	0.0011405929569845	0.000341943257003788
1	0.0150081189347491	0.000213440886429858
2	0.0386598872017467	0.000220382553218991
3	0.0392877106441342	0.000221687210300179
4	0.0348519219832966	0.000222549686676931
5	0.0307590384376082	0.000223611431932918
6	0.0264692214935707	0.000224575412493932
7	0.0230302607932177	0.000225259102003221
8	0.0202938800771355	0.000225708450953505
9	0.0184607166968045	0.000226009212912698
10	0.0163213461470952	0.000226216513725307
11	0.0147014117350653	0.000226365508261797
12	0.0137466181578108	0.000226468393625195
13	0.012527630345046	0.000226535617716895
14	0.011612562336617	0.00022657596458406
15	0.0107750616437034	0.000226611977368887
16	0.0103633547796326	0.000226640826141517
17	0.0098019232233669	0.000226668004997594
18	0.00900297751410469	0.000226676966149497
19	0.00878427793615296	0.000226677814864463
20	0.00821268639778653	0.000226675767405772
21	0.00796536228142996	0.00022667935112879
22	0.00732312032632589	0.000226685145877499
23	0.00718765318489902	0.000226689582395262
24	0.00664784754763695	0.000226702726231962
25	0.00663182651954985	0.000226718523075676
26	0.00646903977825242	0.000226726177332077
27	0.00575762261819712	0.000226726622647212
28	0.00554298521156719	0.000226737407664118
29	0.00561842263002927	0.000226748391745229
30	0.00577142737718146	0.00022675446013169
31	0.00514098951183494	0.000226770211271572
32	0.00458823460666337	0.000226778729275468
33	0.00458405649414265	0.000226790411066722
34	0.00457510523171411	0.000226803615805161
35	0.00469672521296448	0.000226824196905985
36	0.00453311676757565	0.000226855709276216
37	0.00485920535771223	0.000226886864382208
38	0.00453293935234909	0.000226906265930367
39	0.00470521688544329	0.000226917179009971
40	0.0041044913076605	0.000226930129793447
41	0.00393651383973113	0.000226950040711723
42	0.00386032025278915	0.000226964913253622
43	0.00360951076333909	0.000226986050237419
44	0.00353134403387806	0.000227014246994825
45	0.00353642480807343	0.000227033655465632
46	0.00356944851473403	0.000227048546600293
47	0.00330994186026985	0.000227061935440787
48	0.0031042988308043	0.000227089011311973
49	0.00357142478696703	0.000227118086011895
50	0.00365353993298307	0.000227146905555896
51	0.00337236469325979	0.000227166269398262
52	0.00305130400004088	0.000227186436571006
53	0.00284980380421307	0.000227200018780137
54	0.0027071708550311	0.00022721831574462
55	0.00298954813777117	0.000227238423187969
56	0.00281923324082879	0.000227249379429844
57	0.00238694510622838	0.000227252662674349
58	0.00256805026241165	0.000227249639897844
59	0.00289539897808655	0.000227254575498859
60	0.00271962222353834	0.000227260629134053
61	0.00294707777462939	0.000227260611675275
62	0.00289843321197584	0.000227254815425177
63	0.00273985571389457	0.000227257375421391
64	0.00254830781543354	0.000227263413617973
65	0.00246102771791136	0.000227269852094485
66	0.00252443795212575	0.000227282633725144
67	0.0024468050555425	0.000227288443933753
68	0.0019246577733309	0.00022729279399969
69	0.00187568120504404	0.000227296661297692
70	0.0024400173502403	0.000227308645565778
71	0.00266556243288179	0.000227331596513535
72	0.002458150423584	0.000227345911819528
73	0.00257275210361399	0.000227347308257673
74	0.00212016078485823	0.000227355029959803
75	0.00231220458237092	0.000227371657809802
76	0.00250330171724671	0.000227380588013872
77	0.0023729529086476	0.000227385672694981
78	0.00200815247323573	0.00022739870220049
79	0.00191620260148947	0.000227408782636742
80	0.00204936882754594	0.00022741188657421
81	0.00188737297301712	0.000227410490493421
82	0.00206229494196245	0.000227409838881611
83	0.0019602380525827	0.00022741177094393
84	0.00200609384887354	0.000227415264374796
85	0.00201077242950735	0.000227419680752558
86	0.00201433089268524	0.0002274245894328
87	0.00167263240335335	0.000227428783806116
88	0.0014659438833083	0.000227434964924228
89	0.00135663292028606	0.000227437071032808
90	0.00153323210673039	0.000227444040214252
91	0.00163874042612797	0.000227446817835355
92	0.00186869944128816	0.00022744926214916
93	0.00173554005100048	0.000227456380663735
94	0.00178050591728451	0.00022746306628751
95	0.00169408019751985	0.000227469914351826
96	0.0019041022426019	0.000227469866059666
97	0.00173920933476983	0.000227477667749563
98	0.00174519659744322	0.000227484028779711
99	0.00175239950325595	0.000227490630010331
100	0.00186863634744409	0.000227492036980514
101	0.00193112244619552	0.000227494698385289
102	0.0016135789654023	0.000227497287484423
103	0.00179881570644	0.000227500349868731
104	0.00178389083895257	0.000227502242485844
105	0.00147744695164367	0.000227503677782276
106	0.00119710131728579	0.000227504604408493
107	0.00114286462547549	0.000227505434860483
108	0.00144041573774099	0.000227508339697531
109	0.00188912376843426	0.000227512483323371
110	0.0014072380589629	0.000227518794282312
111	0.00139015557005249	0.000227521280947902
112	0.00138430316641767	0.000227520610544189
113	0.00133599840977516	0.000227522368452409
114	0.0013031253641872	0.000227527486304546
115	0.00109820881507191	0.000227527486696992
116	0.00126487445306413	0.000227529679981306
117	0.00175493603669687	0.000227530108328492
118	0.00166958028256973	0.00022753518910559
119	0.00155515611752326	0.000227540913007278
120	0.00147064418534531	0.000227547522265818
121	0.00134557264626397	0.000227558234567875
122	0.00125677821332347	0.000227573834461252
123	0.00172110129733688	0.000227583724294734
124	0.00176069011866485	0.000227585022895396
125	0.00153697392933666	0.000227582971465007
126	0.00146774539871917	0.000227586931278487
127	0.00164313622818521	0.000227588222254175
128	0.00157890921106585	0.000227588808157221
129	0.00163995992694014	0.000227589771791712
130	0.00145067567898531	0.000227588706795202
131	0.001655794387271	0.000227591453412541
132	0.00131813776248472	0.000227590947214991
133	0.0012301742117259	0.000227595688526825
134	0.000924072874295858	0.000227596816886177
135	0.00101038328870433	0.000227599345534331
136	0.000890338648617008	0.000227596642834811
137	0.000749918847622962	0.000227595164346265
138	0.000889204139499994	0.000227587278300821
139	0.00114719301875723	0.000227583255985274
140	0.00138624187725746	0.0002275825381389
141	0.00123782305234074	0.000227585411124544
142	0.00137641557844754	0.000227590381872763
143	0.00147529292462488	0.000227595088536596
144	0.00144835772730035	0.00022759830708714
145	0.00125388170695698	0.0002276080679018
146	0.00142325266501466	0.000227615300535501
147	0.00129383565603224	0.00022762218151265
148	0.00105015983849107	0.000227623970563581
149	0.000637180938883587	0.000227624541907401
150	0.000872741163679524	0.00022762216874992
151	0.00105817138400852	0.000227619284784748
152	0.00121662282575972	0.000227617122910954
153	0.000901682714097617	0.000227615912015952
154	0.000926543301772699	0.000227615674735157
155	0.000835988045495613	0.000227617188138704
156	0.000679503821538629	0.000227615105428851
157	0.00106477165979084	0.000227609661257909
158	0.00120289576162552	0.000227603738486313
159	0.00107073910167772	0.000227603315044812
160	0.00119256596409296	0.000227599124827295
161	0.00101291693173042	0.000227586539897889
162	0.00077464042437534	0.000227583703753022
163	0.00113453320911871	0.000227582186259472
164	0.00114478718723429	0.00022757762316733
165	0.000938118664898371	0.000227577178096809
166	0.000602863935253506	0.000227579457224806
167	0.000793262437113959	0.000227577995725419
168	0.00063726924795757	0.000227579532285396
169	0.000755530113145264	0.000227582320627345
170	0.000878077646764777	0.00022759108396877
171	0.000831683116465021	0.000227584854205644
172	0.000752126246942066	0.000227582561384571
173	0.000636447956719015	0.00022758070138205
174	0.000341551305370879	0.000227580433717695
175	0.000234348005564941	0.000227584445225005
176	0.000611945322639451	0.00022758621693824
177	0.000577839804586473	0.000227586133811798
178	0.000624563478820507	0.000227586817430431
179	0.000597526106779347	0.000227585781393063
180	0.000801506444362011	0.000227589865306272
181	0.000766088067371712	0.000227601428326388
182	0.000652988305752258	0.000227608362220753
183	0.000552770619562862	0.00022761280616442
184	0.000863569058903205	0.000227609610410609
185	0.00113377685228314	0.000227620417470161
186	0.0014407681435886	0.000227624559961224
187	0.00110925907368658	0.000227625782879746
188	0.000901491876635554	0.000227631965930765
189	0.000779214272649345	0.000227637693962011
190	0.000869225383663298	0.000227660926973045
191	0.000858707613204451	0.000227666663966884
192	0.00119138220659944	0.000227670359907189
193	0.00113144752906703	0.000227670801357011
194	0.000968015053964445	0.000227672447467204
195	0.00091411196216783	0.000227675594047457
196	0.00115480443623232	0.000227679713380582
197	0.00134805069818332	0.000227677799434824
198	0.00101781643328524	0.000227676379657452
199	0.000675644760839094	0.000227675279564734
200	0.000696391111577992	0.00022767762865889
201	0.000864009308901728	0.000227680664475272
202	0.000722320682053557	0.000227681543395532
203	0.000497989546441478	0.000227684141721733
204	0.000674801920634212	0.00022768297426742
205	0.00048109734184273	0.000227681360335814
206	0.000486973118652515	0.000227680904061537
207	0.000589941037655459	0.00022768568119732
208	0.000616393055683353	0.000227689767809087
209	0.000745934311440194	0.000227690182474774
210	0.000891883455714209	0.000227690681097087
211	0.000838303819202106	0.000227693364755577
212	0.000966188692910919	0.000227694008998145
213	0.00119193257298973	0.000227694859772045
214	0.00122246019195921	0.000227698350891898
215	0.000910527267717768	0.000227696312033099
216	0.000850889568631376	0.000227711296821545
217	0.000452714594764535	0.00022771464098335
218	0.000930249490923506	0.000227713448772521
219	0.00116972020197669	0.000227714420242216
220	0.00108974748510648	0.000227717603998372
221	0.000874084307832577	0.0002277167025789
222	0.000576592521140389	0.000227715735734001
223	0.000842135024315195	0.000227714484629165
224	0.000996090844916237	0.000227717265660626
225	0.00100974237650508	0.000227718555292023
226	0.000872496263193202	0.000227717582761219
227	0.00056912819995053	0.000227717194460351
228	0.000632258284163581	0.000227718788916764
229	0.000468921944750435	0.000227724274221555
230	0.000545497510102348	0.000227728601429683
231	0.000522635476936264	0.000227729579707746
232	0.000345860585256955	0.000227726939276916
233	0.000708786890749054	0.000227727057696042
234	0.000428272616215715	0.000227724783146401
235	0.000322535011576012	0.00022773478144815
236	0.000642238936383928	0.000227743911549413
237	0.000931437538114178	0.000227748137640446
238	0.000959815053170407	0.000227752262691367
239	0.000823971113029927	0.000227749256723462
240	0.000579633662870621	0.000227760852800858
241	0.000815098380322477	0.000227765697228279
242	0.000908428536019176	0.000227765486169917
243	0.000793305652841001	0.000227766830072863
244	0.000524496368359047	0.000227770174922912
245	0.000518317327598906	0.000227769886149232
246	0.000655637468563028	0.000227772861505987
247	0.000697674787900403	0.000227772781434781
248	0.000346906588242271	0.000227772348758656
249	0.000268887380168613	0.000227772512473124
250	0.00054005120736484	0.00022777690791369
251	0.000726195059050517	0.000227777212134096
252	0.00064362197072436	0.000227778309898059
253	0.000464119094722299	0.000227781945509958
254	0.000571644484252076	0.000227784032954991
255	0.000811157247250146	0.000227784596352758
256	0.00106651535311503	0.000227776973884897
257	0.000686095241048642	0.000227776371186268
258	0.000420668421576089	0.000227784758015668
259	0.000760690518184993	0.000227788940013497
260	0.000578634213856032	0.000227792542189145
261	0.000440456103405903	0.000227794576732636
262	0.000486778737027917	0.000227796439740436
263	0.000403131935227478	0.000227802876727924
264	0.00063509906829721	0.000227806444654878
265	0.000806072840458951	0.00022781570685911
266	0.000777073486378366	0.000227819523155385
267	0.000750017026185107	0.000227819505551038
268	0.000564099094663438	0.000227818072897819
269	0.000746757164254632	0.000227816423458774
270	0.000843448497382822	0.000227808419477248
271	0.000282261576790294	0.000227806689872735
272	0.000482184766381077	0.000227806013106662
273	0.000927250400363106	0.00022780652345684
274	0.00109891244533903	0.000227813365853133
275	0.000721686859000503	0.000227818037619415
276	0.000526250411102464	0.000227818698456755
277	0.000754109387040461	0.000227817814181581
278	0.00060201633597097	0.000227821721689649
279	0.000415288080229659	0.000227824606045365
280	0.000402696629369964	0.000227824795950674
281	0.0005495432490802	0.00022782456396987
282	0.000560033402966653	0.000227823745321602
283	0.000598659058740995	0.000227821473023255
284	0.000574474316558492	0.000227821235597883
285	0.000851928839178954	0.00022782381293681
286	0.000578121945794821	0.000227817062164352
287	0.000546907503867163	0.000227817686421103
288	0.000289263803058048	0.000227815528927782
289	0.000399335996911152	0.000227816326105191
290	0.000214408370996705	0.000227818433889114
291	7.80348817153304e-05	0.000227818553380234
292	9.25989468010954e-06	0.000227820730053111
293	0.000262073467447124	0.000227822045072268
294	0.00066042472285964	0.000227815096546867
295	0.000546029235231857	0.00022781645322002
296	0.000565432833084812	0.000227816227962405
297	0.000694814496518564	0.000227822716756634
298	0.000828317816619289	0.000227829180609262
299	0.000750642692767164	0.000227831686836961
300	0.000581141048856107	0.000227842768205178
301	0.000607658386731727	0.000227849782492347
302	0.000513222744488499	0.000227849090056881
303	0.000546310375095351	0.000227849372378086
304	0.000763171247252599	0.000227852541335997
305	0.000893032722947717	0.000227853937702299
306	0.00106359411878752	0.000227853048875188
307	0.000719057801887055	0.000227850122267413
308	0.000451565629333503	0.000227848387319653
309	0.000407268103083751	0.000227847415020959
310	0.000494057954451174	0.000227849125924777
311	0.000570881169482099	0.000227851125044504
312	0.00037886267508749	0.000227853908217095
313	0.000410837911303314	0.000227847349273636
314	0.000587323630830446	0.000227851995264739
315	0.000604334943415477	0.000227858267572485
316	0.000242921539404919	0.000227866076649335
317	0.000340713446447229	0.000227882858525798
318	0.000580321096604917	0.000227881421685119
319	0.000673266111384744	0.00022787917004109
320	0.000407534325174612	0.000227875907648639
321	0.000271898085531614	0.000227874146782426
322	0.000271443284240471	0.000227887852848097
323	0.000486431184462275	0.000227898207259249
324	0.000661156780473599	0.000227900446250917
325	0.000324640508040466	0.000227900797278671
326	0.000114411502159375	0.000227902498877868
327	8.8017890039764e-05	0.000227901253544984
328	0.000139705530769364	0.000227898224035871
329	0.00051633603008591	0.000227892298717133
330	0.000398824571346668	0.000227884172511798
331	0.000272902891430098	0.000227852707336107
332	0.000285353183148672	0.000227843068972971
333	0.000445736807491063	0.000227840560035552
334	0.000309634279791845	0.000227840605970804
335	0.000251472155847022	0.000227837024433713
336	0.000321397806692608	0.000227827604978541
337	0.000377452695451478	0.000227816077968579
338	0.000399971042170937	0.000227809858964842
339	0.000377787732116401	0.000227815987158622
340	0.000340978180145554	0.000227820113292148
341	0.000311700311401726	0.00022782260941764
342	6.51295073838926e-07	0.000227824066396648
