lagtime	NRF_p<1.875|antQ0.00876-0.1	NRF_p=1.875-3.83333|antQ0.00876-0.1	NRF_p=3.83333-5.8125|antQ0.00876-0.1	NRF_p=5.8125-7.875|antQ0.00876-0.1	NRF_p<1.875|antQ0.1-0.2	NRF_p=1.875-3.75|antQ0.1-0.2	NRF_p=3.75-5.625|antQ0.1-0.2	NRF_p=5.625-7.625|antQ0.1-0.2	NRF_p<2|antQ0.2-0.5	NRF_p=2-4|antQ0.2-0.5	NRF_p=4-6.09375|antQ0.2-0.5	NRF_p=6.09375-8.3125|antQ0.2-0.5	NRF_p<1.875|antQ0.5-1	NRF_p=1.875-3.75|antQ0.5-1	NRF_p=3.75-5.625|antQ0.5-1	NRF_p=5.625-7.5625|antQ0.5-1	NRF_p<2.3125|antQ1-20.2	NRF_p=2.3125-4.66667|antQ1-20.2	NRF_p=4.66667-7.125|antQ1-20.2	NRF_p=7.125-9.5625|antQ1-20.2	se_p<1.875|antQ0.00876-0.1	se_p=1.875-3.83333|antQ0.00876-0.1	se_p=3.83333-5.8125|antQ0.00876-0.1	se_p=5.8125-7.875|antQ0.00876-0.1	se_p<1.875|antQ0.1-0.2	se_p=1.875-3.75|antQ0.1-0.2	se_p=3.75-5.625|antQ0.1-0.2	se_p=5.625-7.625|antQ0.1-0.2	se_p<2|antQ0.2-0.5	se_p=2-4|antQ0.2-0.5	se_p=4-6.09375|antQ0.2-0.5	se_p=6.09375-8.3125|antQ0.2-0.5	se_p<1.875|antQ0.5-1	se_p=1.875-3.75|antQ0.5-1	se_p=3.75-5.625|antQ0.5-1	se_p=5.625-7.5625|antQ0.5-1	se_p<2.3125|antQ1-20.2	se_p=2.3125-4.66667|antQ1-20.2	se_p=4.66667-7.125|antQ1-20.2	se_p=7.125-9.5625|antQ1-20.2
75	5.57848606003398e-05	0.00255384206166941	0.000767260320540712	-0.00148059294848871	0.0018400554007657	0.000199278230733281	0.00355002661870433	0.0123881374291869	0.00303127660834208	0.00902005265395215	0.00791645487956358	0.0183224563287848	0.00182192662783881	-0.000527148751171594	0.00695778315890679	0.0302576584880104	0.00735506133713777	-0.00130734814650181	0.00430150010975002	0.00342838599712264	0.000819737219688	0.002323327013746	0.00451915832499345	0.00821551905222274	0.000820149904561765	0.0022143878488497	0.00531257220980836	0.00820860266739024	0.000702081637522954	0.00210266572576204	0.00397802352536081	0.0067744466406994	0.00114649540049705	0.00277607402543756	0.00491658090479821	0.00863342472091147	0.00181189537973938	0.00207683297275288	0.00389647442526447	0.00523983191696436
87	0.000847591955557916	0.00394610765852729	-0.00080564100163611	-0.00792730824558276	0.00276937137619439	0.00154207624920305	-0.00184514231299907	0.00842504362504354	0.00261836445554787	0.00658990836493304	0.00703874864420172	0.00750226436327372	0.00165064852176825	0.00332883319802448	0.0146346479350468	0.0173574372244508	0.00482815419803321	-0.00348305657869178	0.000189717144728509	0.00594227245420461	0.000796981634586834	0.00228671474505454	0.00444276202696699	0.00810536072702787	0.000795692525808389	0.00217128487686898	0.00526178486690627	0.00811700860455711	0.000678059885431724	0.00205350532492862	0.00391175402752648	0.00664967689619132	0.00110747258898826	0.00272629572572408	0.00480793484818118	0.00851061003711368	0.00175095518389397	0.0019987993312469	0.00381178438538484	0.00510474942297968
101	1.93638016510903e-05	0.00309854997279842	0.00161285734725874	-0.00471295294781271	0.000827009145712542	-0.000826038080127545	-0.00518828091733358	0.00393932272887236	0.00220155233433557	0.00243293027265421	0.00867695234016841	0.0092110936786625	0.0015012096986979	0.00264071273030061	0.00441235254251639	0.0287327249280593	0.00420734539816182	-0.00155291727513627	0.000767969933311366	0.000387128485788792	0.000760569953644959	0.00221812106708013	0.00429800344403211	0.00789240203661849	0.000757330144557608	0.00210494356069903	0.0050974935416867	0.00787174472118925	0.000642924577773276	0.00200464642112368	0.00382068132713168	0.00647341059211777	0.00105017776730071	0.0026555945429796	0.0046764843595679	0.00829061073510401	0.00168289891318939	0.00187361380356931	0.00368926009120637	0.00491925636710728
118	0.00103361049620604	-0.000292744535709154	-0.000804980918865359	-0.000921172218812641	0.00132136514755057	0.00361431865594065	0.00616859276804549	-0.00411648814570335	0.00119260973728167	0.00376178972020561	0.000325028306168151	0.00172999678972772	0.000162498769693822	0.000109395176775621	0.00571317582789336	0.0231809400958523	0.00208545094679138	0.000400715158936898	0.000643771604756076	0.000497584463495912	0.000727299152318593	0.00215740590677573	0.00418342081117792	0.00771713045902257	0.00072393453763243	0.00205493778421455	0.0049699918991991	0.00769194439989884	0.000613269895027665	0.00195911409159507	0.00372910028589338	0.00632614026590526	0.000996085280779642	0.00256492480641868	0.00454518599361823	0.00808128245420671	0.00162603179005632	0.00178893412085936	0.00360611494462076	0.00478612596407722
137	0.000505342836988094	-0.000437814910576472	-0.00290886520669361	0.00139616496817465	0.00211513665276949	0.00288157005626448	0.00653702140470343	0.00242363270136212	0.000451610888832823	0.00285519271762124	-0.00629914028323329	0.00319044214850992	0.000712850741365194	0.00331426396295539	-0.0013834876837361	0.0032372656785646	0.00044228249982591	-0.00108981471597077	0.00469904448360958	-0.0029079291447982	0.000686873268519268	0.00208589072572523	0.00401920462187122	0.0074290060165204	0.000687754037395307	0.00199316645735956	0.00482002540098051	0.00750438970606083	0.000584986405256347	0.00188942630114918	0.00361172701739698	0.00613502624095681	0.000941268615837923	0.00248673780516463	0.0044045071512107	0.00786220988796477	0.00156083939070361	0.00169722604534869	0.00349115298155313	0.00460428000106276
160	-4.44731895002614e-05	-0.000867872368894582	0.00104824225856543	0.00434547229837525	0.00127635034046946	0.00151747364407561	0.0059661023368052	0.0134840647555721	-0.000487695980059133	0.00398980323859858	0.00188591660457638	0.00787600190249617	0.000248395606565629	0.00162350159191496	-0.00224714534975451	0.0117382620777069	0.00339066864245044	-0.00495916518848625	0.000600539073330804	0.00307750792641828	0.000647668909903771	0.00200729789394927	0.0038590943870882	0.00713244675813239	0.000646092265973748	0.00190915462547997	0.00459541202273516	0.00727170218907197	0.000559116661969466	0.00182188417921812	0.00348018499777564	0.00589689429132323	0.000888066102960425	0.00238863085195511	0.00424204269627445	0.00757633910099119	0.00149552452696039	0.00158762667426816	0.00337359917706636	0.00445598671971372
186	0.000356858921045657	-0.00485528327816602	-0.00478344567344959	-0.00177222824856159	0.000621476637316995	0.00031094924852137	0.00478015738097593	0.0174436203335616	-6.1153765298254e-05	0.0039192273464963	0.00608313347166457	0.00453895521922063	0.00224887411961488	0.00148930488894275	-0.00824849686261214	-0.00908675545160465	0.000738934015633495	-0.000421697345055786	0.00304252602064737	0.00175277482914439	0.000604721223665626	0.00191814955969577	0.00368274182938495	0.00683938411666135	0.000606440120141333	0.00184514452521939	0.00444099368066552	0.00700218333113942	0.000525891669906904	0.00174089618078213	0.00335226473689853	0.00567592595150738	0.000831783142185334	0.0022808667309541	0.00405375152096257	0.00723940263758398	0.00143543736508492	0.00151129745368648	0.00321714136212411	0.00424791449147375
217	-0.00058953825905912	0.00155306732265871	-0.00651959845495181	-0.0123452332609238	0.00100995939134984	0.00222411395877536	0.00117573226802679	-0.000616330474842921	0.000328230956156067	0.00232353465175854	0.00695979384430097	0.00453344284493784	0.00199732102401973	0.00082418229333611	-0.00577792714030601	0.0101741496462085	0.00170123036328624	-0.0023733260373531	0.000403583597917513	0.00286437617416136	0.000561798404188782	0.00182395343210141	0.0035221126860682	0.00653381894932751	0.000563193899117754	0.00175412451241365	0.0042984631090945	0.00669920225152751	0.000488188145469663	0.00166198589869466	0.00320890404611532	0.00538466385155512	0.000789882095556397	0.00216178951454206	0.00387697377063872	0.00684800586576471	0.00137997975024807	0.00144597332885492	0.00307777179812869	0.00405984216537558
253	-0.000185149603046567	0.00115634218152696	0.000444137211033562	-0.00634444679177867	-0.000194663096853356	-0.00119170372949756	-0.00605088506418809	-0.00563779924614019	0.00119526132957525	-0.000630158182959445	0.000987698436509132	-0.00269742558891415	0.00143552589148356	-0.000969653816415066	-0.00344018792743569	0.00324475265660322	0.00286319894455025	-1.53868918586651e-05	0.00786765311573266	0.000530996685386545	0.000522521791656088	0.00173525191267433	0.0033459311942976	0.00626572082818257	0.000520157832504788	0.00168720140129838	0.00413480225371619	0.00641495499544657	0.000454666711124967	0.00158182377609494	0.0030754067374329	0.00515990532766426	0.000742614525896653	0.00205413174668286	0.00368980902867478	0.00649222072220904	0.00132282514852848	0.0013670268598356	0.00294335525896391	0.00387063506003313
295	0.000244804745822155	0.000758332284640509	-0.00171783558599625	-0.00499984692350781	-2.73706271351706e-05	0.000562714917267857	-0.0028720468077859	-0.0100055161995112	0.000522128460119468	0.000204814000606887	-0.00491500958519993	-0.00256172495453192	-0.00043268506267012	0.00272293097599182	0.000823708043883906	-0.0132942945135526	0.00143483153766871	-0.00162860876433557	0.00686347698912774	0.00199721296923482	0.000486420659452612	0.00164012011822679	0.00325359538611513	0.00603374089653416	0.000484040643836846	0.00159755537327595	0.00393436821902241	0.00602892031866412	0.000423344653318735	0.00150391922805299	0.00291366101559484	0.00491367079127274	0.00068735745792961	0.00192648842554975	0.0034809114079514	0.00616958561012764	0.00125355164084621	0.00129079979783141	0.00278345595666001	0.00366110335146098
344	0.000465456943363158	0.00291170166650599	-0.00467307910336866	-0.00768581821245804	-8.3819401829798e-05	0.000256716095889325	0.00020780001639452	0.00257180098749872	-0.000468598612426974	-0.000166777267880418	0.00294581711633944	0.00377629319755689	-0.00118580169109583	0.00113816397608064	0.00647965336906982	0.0134455017724249	-0.00261789547988305	0.000433424194357174	0.00545784801713572	-0.00650335515202369	0.000452632168540587	0.00154207149395834	0.00304613459219919	0.00571114434623034	0.000448257082324652	0.00152809542918794	0.00384362963374676	0.00568686613680413	0.000388675112915204	0.00143932274926498	0.00276723281322404	0.00468027915313867	0.000654048853311666	0.00181715645054343	0.00329691941803293	0.00588739557766392	0.0011848626453	0.00122448745268755	0.00260211882559283	0.00346579134455633
401	-0.000351667301284781	0.00225996799852155	0.00406558714868961	-0.000445758810306036	0.000989050103796129	-0.00165482967071735	-0.00318703280787325	-0.00226415381543303	0.000306193953720659	-0.000222756613074325	0.00112933300496462	-0.000955816700631135	0.000155243877577721	0.00087241731299979	0.00571324199152804	-0.00133289832276876	0.00104833625977619	0.000142586573157002	0.00490326761395565	-0.000282647041392161	0.000421095770262847	0.0014545382587666	0.00286446200689013	0.00541309571644021	0.000414518679895076	0.00144389361560047	0.00365567552943241	0.00539717919217486	0.000359836815512595	0.00138237345922034	0.00259591855267535	0.00442444042930374	0.000623003581787385	0.00168240154071976	0.00310423454811502	0.00555295157345103	0.00111623318661652	0.00117561293474411	0.002461633394882	0.00328346326749847
467	0.000436408419613046	-0.000338951748845895	0.000272691662599258	6.87475174607774e-05	0.000427808590503648	-0.000821472701594493	0.00242392333710613	0.00472965903074559	0.000651267922027956	2.29738943746691e-05	0.00128030114226415	0.00736716073122885	0.000722298860737197	-0.00192959717702368	-0.00140139586718779	0.00383081350279778	0.0010091007071166	-0.00264690120414296	0.00371531419840044	0.00339242244897749	0.000391624432384872	0.00135851898940252	0.00264891354307365	0.00507771076583693	0.000386317214669171	0.00135190959542661	0.00340061571741084	0.00505231791679717	0.000325781512949487	0.0013091191290333	0.00248419214260025	0.00420893578437801	0.000587260136549653	0.00157441304364097	0.0029153698465325	0.00528836386490944	0.00106642536886029	0.00112262880868709	0.00232778455959652	0.00309489355728721
544	-0.000562928235512915	-0.000890502648853338	0.00215659102443087	0.00242682460948739	0.000117009649584826	-0.00296388721513671	-0.00377984099843303	0.00729028143271972	-2.61996011559338e-05	0.000578985844561354	0.00538913433579688	0.0121515973855839	-0.000209424763755567	0.000588585368520629	-0.00597631509423603	-0.0168836542599109	-0.00266192127197496	0.00274074504087477	0.00676340324428879	0.000723991913359505	0.000367956251573204	0.0012632425762998	0.00250292854846244	0.00476670045796993	0.000360271195067537	0.00128105251789484	0.00320297417363073	0.00482902488769203	0.00029829593511399	0.00121305411290386	0.00233467135415847	0.00412820904722817	0.000545509104508275	0.00149362713692007	0.00275659927462984	0.00504050225653515	0.00100285633392246	0.00105367276007322	0.00222932650132307	0.00300952248722746
633	0.000598559475717548	-0.000852485287997211	-0.00324906021003586	0.000144204224186551	0.000282024733207703	0.00165469208929637	0.00214632738335255	-0.000431858858684215	0.000824301169891965	-0.00139689266648519	-0.00191976421600115	0.00166173765153429	0.00117705494127069	0.000780969040671575	0.000936214668595106	-0.0112416689118917	-0.000305250060399688	0.000150106832822904	0.00719324299271405	0.00586043978001694	0.00034257861950938	0.00118306563601094	0.00236550406418742	0.00445996652082581	0.000332015545045384	0.00120225861222562	0.00298183467160688	0.00452041297802699	0.000269371605574835	0.00112913797312182	0.00216523486482469	0.00393255247349269	0.000509773087065858	0.00140888322935629	0.00261836004298036	0.00481396718867863	0.00093542792965032	0.000977690660123204	0.00215192521114776	0.00279383669091854
737	7.93595707283897e-05	-0.000843406428587444	0.00318152017796525	0.00718281159178751	-2.35881638489307e-05	7.7188187925511e-05	-0.00202100506995949	-0.000873660286502322	0.000523635193486424	-0.00299832137214552	-0.00318787526808142	0.00483412855615038	7.35359170701798e-05	0.00107390315799133	0.00575700303249962	-0.00845845462832558	-0.000495742106031382	-0.00170123240669569	0.00714293730527967	0.00690079254362864	0.000319008043282826	0.00110217030447451	0.00222127832620867	0.00415770027374973	0.000302606491682468	0.00113488995858789	0.00276443208308042	0.00422148357622102	0.000244212558063457	0.00103744491163761	0.0020041574858389	0.00371955004242208	0.000480800312260092	0.00133846592050718	0.00249154443750846	0.00462194941977796	0.000866177265124138	0.000917303064214959	0.00207781697831945	0.00261694301351407
858	0.000787421970613274	-0.00110808577393722	-0.00472008884348447	-0.0056182858323512	0.000317372595109312	-0.000475764738678058	0.000468760802283059	0.0159443193235461	0.000126479223552256	0.00207460245423645	-0.00379338571654434	-0.00368388534818977	0.00161563746459563	-0.00157284761084009	9.09690753691547e-05	0.00436111162852182	0.000150731114949942	-0.00237469541717858	-0.000841060104022916	0.00325619226954262	0.000300343028823163	0.00104135339121385	0.00207272821685747	0.00392386624301914	0.000275541764210399	0.00104768119859026	0.00257830072448946	0.00400559190768179	0.00022241934866716	0.00095738978452719	0.00186495718455198	0.00350908417461892	0.000441867189328546	0.00127675992864863	0.00231252916507444	0.00429678757858917	0.000801938006388219	0.000856897281394724	0.00197929489075837	0.00243904361957937
1000	0.000121429489912106	0.000595546200491928	-0.0051890784539201	-0.00767764006049133	0.000541007522293146	0.00116363543823128	0.00201924651493686	0.000428970889641041	0.000749374883166629	-0.00101295629873824	0.00077259363540867	0.00825450213415302	-0.000358316364953487	0.00167806152637682	0.0038095300083692	-0.00420782418580874	-0.00192513394713465	-0.000376938332791363	0.00232531321728633	-0.00126638587084404	0.000284462875553691	0.000959592003809157	0.0019528662014406	0.00373135426844239	0.000256680247893658	0.000973645662992395	0.00238012112359564	0.00373171471040894	0.000209201117793966	0.000885205658974316	0.00170149470255719	0.00319049836480795	0.00041792552753655	0.00120424359241722	0.00209436650485067	0.00400585083287055	0.000728656683795398	0.000790148139169107	0.0018325185114905	0.00224554502816475
