lagtime	NRF_p<2.525|antQ0.00876-0.1	NRF_p=2.525-5.08333|antQ0.00876-0.1	NRF_p=5.08333-7.6875|antQ0.00876-0.1	NRF_p=7.6875-10.375|antQ0.00876-0.1	NRF_p<2.375|antQ0.1-0.2	NRF_p=2.375-4.75|antQ0.1-0.2	NRF_p=4.75-7.125|antQ0.1-0.2	NRF_p=7.125-9.625|antQ0.1-0.2	NRF_p<2.9125|antQ0.2-0.5	NRF_p=2.9125-5.83333|antQ0.2-0.5	NRF_p=5.83333-8.8125|antQ0.2-0.5	NRF_p=8.8125-12|antQ0.2-0.5	NRF_p<2.5625|antQ0.5-1	NRF_p=2.5625-5.16667|antQ0.5-1	NRF_p=5.16667-7.78125|antQ0.5-1	NRF_p=7.78125-10.4375|antQ0.5-1	NRF_p<3|antQ1-20.2	NRF_p=3-6|antQ1-20.2	NRF_p=6-9|antQ1-20.2	NRF_p=9-12.125|antQ1-20.2	se_p<2.525|antQ0.00876-0.1	se_p=2.525-5.08333|antQ0.00876-0.1	se_p=5.08333-7.6875|antQ0.00876-0.1	se_p=7.6875-10.375|antQ0.00876-0.1	se_p<2.375|antQ0.1-0.2	se_p=2.375-4.75|antQ0.1-0.2	se_p=4.75-7.125|antQ0.1-0.2	se_p=7.125-9.625|antQ0.1-0.2	se_p<2.9125|antQ0.2-0.5	se_p=2.9125-5.83333|antQ0.2-0.5	se_p=5.83333-8.8125|antQ0.2-0.5	se_p=8.8125-12|antQ0.2-0.5	se_p<2.5625|antQ0.5-1	se_p=2.5625-5.16667|antQ0.5-1	se_p=5.16667-7.78125|antQ0.5-1	se_p=7.78125-10.4375|antQ0.5-1	se_p<3|antQ1-20.2	se_p=3-6|antQ1-20.2	se_p=6-9|antQ1-20.2	se_p=9-12.125|antQ1-20.2
55	-0.000699356422396711	-0.000283142985208052	0.000468075263124482	-0.00284580471123583	0.00306148479319209	0.00716976169192988	0.00621915725901463	-0.00839635366173293	0.00420924521677153	0.0102249929295475	0.00651872107488547	0.0175083079684727	0.0036426690988791	0.00932131385757427	0.00951665277978046	0.0119833106174229	0.00502699288263175	0.00217274840130223	0.00441414516091764	0.00684049694582977	0.00050046577156252	0.00162441414819132	0.00381469625424071	0.00775587101512143	0.000495663452529647	0.00148998271729391	0.00375543248358317	0.0068318022491143	0.00040717060743492	0.00129039066959316	0.00316599124515679	0.00758161318683183	0.000655131413891993	0.00168343493691647	0.00359175349489981	0.00686680228620829	0.000859520024659694	0.00136393668444713	0.00230445317376181	0.00461130632189211
64	-0.000590192823326048	0.00076219597851889	0.00187524252647876	-0.00101365587117679	0.00250012106751028	0.00722475374048979	0.0095316285178455	0.00769517988809898	0.00387442178989586	0.00949987477332717	0.00732680874719286	0.0166532752540134	0.00244278422000931	0.00640197444216571	0.00267085407958745	0.00808488162076817	0.00232317267632055	0.00322791509620364	0.00447128832258669	-0.00623379921147709	0.000483323297416881	0.00159627541974795	0.00375498196168965	0.00764089411727232	0.000479801568007306	0.00146209787238612	0.00369694149476911	0.00670354142683419	0.000392885165652797	0.00126851445396757	0.00311419755595684	0.00747977006323439	0.000625807441600283	0.00164671221639375	0.00353178721261219	0.00676502747523819	0.00080755732586915	0.00131356400144222	0.0022368234210585	0.00451616983369268
75	-0.00021625305327351	0.000289162370826278	0.00021894162834807	0.000357840806598956	0.00222473679566841	0.00458852304644705	0.00453795620914717	0.0115168209828861	0.00317224608302566	0.00700114186961867	0.00250375665888475	0.0177459395976663	0.00204217899579062	0.00711686174827132	0.0159798893329557	0.0232990905387092	0.00213489794866464	0.00359502870251164	0.00722429838996751	-0.00597930163766901	0.000467907230353974	0.00156891876282478	0.00369300501535806	0.00752264007215523	0.000465368198234241	0.00143613823460666	0.00363430948470699	0.00657760668682792	0.00038008777005018	0.00124770010735483	0.00306393009066205	0.00737029473001109	0.000599899063524815	0.00160955377822326	0.00347764731293029	0.00666317342766558	0.000768660840585634	0.00127419658511721	0.00218032224781074	0.00444247083222755
87	0.000375944253477918	-0.000300622056645142	-0.00286959339035367	-0.0033328865439907	0.00226921844863757	0.0026302571947182	0.00479278678843538	0.00636863868076095	0.00266540075865491	0.00411772507271253	0.00157163404118327	0.00666728813762504	0.00155360082842444	0.00891642815235454	0.00909856470954329	0.0041677008503412	0.00244732989089043	-0.00149977840295434	0.00790195548468566	0.0100281076811653	0.000453903438411559	0.00154128905661891	0.00363411799470439	0.00740531956972623	0.000451523447898567	0.00141372136591596	0.00356939091518808	0.00646770752963142	0.000367511718396865	0.00122549071653423	0.00301071281650637	0.00725754586032357	0.000574832032538544	0.00157418534173331	0.00341917464567229	0.00656216270727904	0.000729765417650685	0.00123554473428572	0.00212799478126548	0.00435713458618201
101	-0.000251128662109428	0.0010013493622037	0.00256556538852151	0.00422058655759574	0.00160943554549682	0.00281141090747947	-0.00249221336199485	0.00252018908062368	0.00199382449829377	0.00313782949904186	0.00444774449367317	0.00961495328378146	0.00244259374797207	0.00479722194863994	-0.000889566918950419	0.000902822333892384	0.00206096340549549	0.00173463544392852	-0.00208733609387775	-0.00765248302264219	0.000433228176497149	0.00149493702591034	0.00352546166663819	0.00718902238666796	0.000430051095128783	0.00137412560101958	0.00346499326674044	0.00628823429715935	0.000349440919396548	0.00119110901302633	0.002923118733366	0.00706516676751696	0.000539225223734804	0.00152006039190323	0.00332447803566912	0.00637545326846275	0.000680205117565839	0.00118250106103638	0.00204638657386021	0.00421305393941584
118	0.000182670730094499	0.000712331038769502	-0.000646182288911608	-0.00454781542685992	0.00138375480485225	0.00494609113035591	0.00183063890626915	0.00169204709091812	0.00158618248307538	0.00237643174846753	-0.0015108346491877	0.0081522019811469	0.00184708753375302	0.00219858377850234	0.00432977286968552	0.0127529264297225	0.000766049950489848	0.00218818025052005	0.000353145798202613	0.00131763034230468	0.00041441375193304	0.00145171331656722	0.00342552565920855	0.00698197602077888	0.000410602765329232	0.00133609116720253	0.00336505796972361	0.00611005362104122	0.000333344726045084	0.00115662303366173	0.002840748130757	0.00687588729004906	0.000509623728943264	0.00146961258618402	0.00323214537121607	0.00621783823500871	0.000637480495529564	0.00113553838941747	0.00197515341043353	0.00409169665440366
137	-0.000230121234377949	-0.000591261449671878	-0.00050593797869108	0.00161057690214378	0.00150966998827055	0.00420879522433381	0.000123302389506121	-0.00305003413611964	0.00129321328175731	0.000671451525201306	0.0019354902582262	0.00704975930293884	0.00104751491759347	0.000901464163119446	0.00163355563005656	0.0117531003135032	0.00165562190620088	-0.000309305240632728	-0.00107307916366053	0.00763332148350479	0.000393525277793608	0.00139910335847338	0.00330015131635882	0.00672535745284375	0.000389568028321862	0.00129399893511193	0.00325581042383414	0.0059103048073209	0.000315490360550878	0.00111676102302273	0.00274481876143715	0.00663339928295387	0.000478710838202657	0.00141356495037656	0.00312566127845034	0.00602944918898303	0.000595901451561042	0.00108396075530513	0.00189864070974976	0.00394859471872752
160	-0.000457737815126474	0.00115394494706516	0.00465446243086498	-0.00143534910393676	0.00137657761041139	0.00225838932389943	0.00263522962671222	-0.00114510886256231	0.000960107949989418	0.00138732259158778	0.00474652035402262	0.00839896202379931	0.0012511232720084	0.000451934185240406	-9.52361387402947e-05	0.00287791194489214	0.000739470970051239	-0.000248521915609834	0.0016116750924334	-0.00559575766300628	0.000372011139839061	0.00133951052222265	0.00315787877833725	0.00645326948016429	0.000366815417176868	0.00124828201726025	0.00312505635450362	0.00568994012119661	0.000297673005995709	0.0010730075821035	0.00263401473467075	0.00636053573324138	0.000446102018462256	0.00135762321717538	0.00300721537140274	0.00581991657529299	0.000555572953645602	0.00102319493965152	0.00181643028951316	0.0037779284642215
186	-0.000256321789017826	-0.00198799575771986	-0.000387840434928503	0.000370164358214587	0.000594455142384621	0.000864758106258091	-0.000610537513915016	0.00156396000444906	0.000845701767734136	0.00227789489275594	0.00719817742171657	0.00393857298920061	0.000594958240286491	0.00153790294893313	-0.0034096919291243	-0.0010253887340341	8.26650265567196e-05	0.00116598722811796	0.00155937950152371	-0.00262457468650066	0.000350132474631315	0.00127578594173648	0.0030204783774166	0.00618647086290428	0.000343631886148675	0.00120082570479315	0.00299329040786668	0.00544479574620843	0.000279673102764753	0.0010285781131	0.00252628554916748	0.00608527449883207	0.000413587750012923	0.00129930632328479	0.00288114183729506	0.00556534742304451	0.000521304506031345	0.000960840358508692	0.00171926401421751	0.00361203572703242
217	-0.000381351260788867	-0.000627346145482588	-0.00324356301020137	-0.000479745605576115	0.000622138495160676	0.000537428999572773	-0.00197021350531878	-0.00629063068793735	0.000588868241281467	0.00155443973684473	0.00444986636510932	0.0062754543860777	0.000643354513173932	0.00133470765154572	0.00329495215188631	-0.004865943728465	0.000205035236483335	-0.000976963309034229	0.00213494768119268	-0.00150822853090406	0.00032627240269848	0.00120363326110977	0.00286860771534104	0.0058765987412238	0.000319043531982761	0.00114360006380623	0.00284716682807161	0.00516142851650135	0.000259488928713039	0.000977010848198134	0.00239770073829417	0.00577607538086583	0.000380809896246886	0.00123539313893421	0.00273953100981199	0.00529273350615011	0.000487494145162107	0.000902716134575415	0.00161912071562397	0.00341532708199645
253	-0.000232646024728768	-0.000414589942435099	0.00210260437336313	-0.00148074744128131	0.000479815370151923	0.000166098333891138	-0.00412052029580605	-0.00959547890767505	0.000332526901188606	0.00107138367341051	0.000277577234298795	0.00586877845068084	0.000127158562714047	0.00158810130196037	0.00460946537022534	0.00492610524423307	0.00024679459241409	0.0014067227881459	0.000266835172858027	-0.00848422294860304	0.000302745032121812	0.00113476126161215	0.00271124380640486	0.00555454829259964	0.000296358058466555	0.00108899292930399	0.00269740535947629	0.00488875957411943	0.00024062534875435	0.000925516697166436	0.0022800388819408	0.00547802137657015	0.00035314873089524	0.00116478985584456	0.00259632403238969	0.0050350109188483	0.000457310053704519	0.000844009510604164	0.00152116058982116	0.00323618811513343
