lagtime	NRF_p<1.75|antQ0.00876-0.1	NRF_p=1.75-3.5|antQ0.00876-0.1	NRF_p=3.5-5.25|antQ0.00876-0.1	NRF_p=5.25-7.1125|antQ0.00876-0.1	NRF_p<1.6375|antQ0.1-0.2	NRF_p=1.6375-3.33333|antQ0.1-0.2	NRF_p=3.33333-5.0625|antQ0.1-0.2	NRF_p=5.0625-6.875|antQ0.1-0.2	NRF_p<2.25|antQ0.2-0.5	NRF_p=2.25-4.5|antQ0.2-0.5	NRF_p=4.5-6.75|antQ0.2-0.5	NRF_p=6.75-9.125|antQ0.2-0.5	NRF_p<1.9|antQ0.5-1	NRF_p=1.9-3.83333|antQ0.5-1	NRF_p=3.83333-5.8125|antQ0.5-1	NRF_p=5.8125-7.875|antQ0.5-1	NRF_p<2.4|antQ1-20.2	NRF_p=2.4-4.86667|antQ1-20.2	NRF_p=4.86667-7.3125|antQ1-20.2	NRF_p=7.3125-9.875|antQ1-20.2	se_p<1.75|antQ0.00876-0.1	se_p=1.75-3.5|antQ0.00876-0.1	se_p=3.5-5.25|antQ0.00876-0.1	se_p=5.25-7.1125|antQ0.00876-0.1	se_p<1.6375|antQ0.1-0.2	se_p=1.6375-3.33333|antQ0.1-0.2	se_p=3.33333-5.0625|antQ0.1-0.2	se_p=5.0625-6.875|antQ0.1-0.2	se_p<2.25|antQ0.2-0.5	se_p=2.25-4.5|antQ0.2-0.5	se_p=4.5-6.75|antQ0.2-0.5	se_p=6.75-9.125|antQ0.2-0.5	se_p<1.9|antQ0.5-1	se_p=1.9-3.83333|antQ0.5-1	se_p=3.83333-5.8125|antQ0.5-1	se_p=5.8125-7.875|antQ0.5-1	se_p<2.4|antQ1-20.2	se_p=2.4-4.86667|antQ1-20.2	se_p=4.86667-7.3125|antQ1-20.2	se_p=7.3125-9.875|antQ1-20.2
55	0.000138476195680723	-0.00154784919830599	0.00343669239084111	0.00402169352558507	0.00204986904907458	0.00572831093717328	0.00521059010719906	0.00557781828026465	0.00415877655828191	0.00754496586379389	0.00845811675141291	0.00330239243654496	0.0044443369411177	0.00794180286815523	0.0107032257527407	0.00517164761005216	0.00749275170276048	0.00659730089565466	0.00657511742151335	0.0126606721872166	0.000782652636239362	0.00187055175965594	0.00420175111705268	0.00662979220775912	0.000795672037458516	0.0017819563998303	0.00354868522441886	0.00649052395586047	0.000663783613614197	0.00187317404585135	0.00374911764094701	0.00653784786173013	0.000949563779315239	0.0020832750392032	0.00392097661477675	0.00760999781047703	0.0012926636951608	0.00202073931006495	0.00306238916133207	0.00497942908474749
64	2.39412430414143e-05	-0.00233085029960542	0.00415137475414144	0.00707331617444353	0.00173223946983738	0.00288072537381655	0.00994738775403158	0.0116996606190175	0.003539063397309	0.00420126497709292	-0.00291820441126669	0.0141790889109801	0.00422660937224283	0.00430010237083388	0.00166728400764126	-0.00885872021809495	0.00211914809363695	0.00240589447046461	0.0090380473509249	-0.000253460515676488	0.000757080879051736	0.00183606612301541	0.00414234208323523	0.00650792153098289	0.000769847390071077	0.00174505114021423	0.0034920917497764	0.00638816908459616	0.000638667072675977	0.00184133894129862	0.0036895673198364	0.0064221275408088	0.000907418768624734	0.00203925554491765	0.00385284192635764	0.00748354062375667	0.0012183178638159	0.00192320208750623	0.00297185002966844	0.00483470409949824
75	0.000152984496485374	-0.00449887861795822	-0.00186086277360356	0.00112925371181289	0.00222283755149884	0.0032282268068725	0.00844561015940724	0.00792446899753136	0.00285659117563198	0.00578967390842052	-0.00373036344102583	-0.00296325507009246	0.00184570341538909	0.00303969706931246	0.00588961813767553	0.00146099744808331	0.00197247973782422	0.00335168861391373	0.00520059022099401	-0.00469639109375655	0.000734051915636665	0.00180367352055151	0.00408211611130951	0.00639449395622517	0.000745630996111922	0.00171059567193716	0.00343076038622184	0.00630209556680722	0.000617667509500609	0.00181402963558528	0.0036297373624688	0.00633497170556164	0.000871879822649471	0.00199207572984048	0.00378180345352427	0.00739929063398029	0.00115982034707984	0.00184384097231793	0.00287334634533806	0.00470702994395397
87	0.000417475154014208	-0.00421089631117734	0.000254373888950993	0.000832381740482065	0.00196450263373892	0.00196846275046864	0.00370092975941183	0.00867633018801082	0.00348406205047308	0.00365188647021235	0.00304976614433841	0.00134651268866388	0.000697041307224472	0.00291008896581911	0.00202647963367005	0.00361880806321233	0.00190484681243235	0.00147215933629348	0.00181465487170894	-0.00118448691340871	0.000711063759794115	0.00176947241971328	0.00401037990922979	0.00629051112735273	0.000724520236763384	0.00167851508739917	0.00337706714699508	0.00616216427945191	0.000597962227676649	0.00178587171173692	0.00355094717241685	0.00623526155403429	0.000836607572478891	0.00193596959084545	0.00370334582442998	0.00727867686859853	0.00110744678909344	0.00176355145167701	0.00279805629291549	0.00460950243761271
101	-0.000501565386582702	-0.00380334422639075	0.00407114870064316	0.00537725546236987	0.00238855937121209	0.00229468100316419	0.00213208859425984	0.00333325860972616	0.00171756456503599	0.00270301743224722	0.00499977775167146	0.00390271381938572	0.00295902539428371	0.00154179125389733	0.00190037085887579	-0.00691424030000848	0.00135147281918277	0.00332295226068563	0.00213445229701212	-0.00567141661293514	0.000676740608624119	0.00171180781100894	0.00390246975101446	0.00611315849069106	0.000687665179930226	0.00162629695615511	0.00328724538532029	0.00598293697433229	0.000570341239021439	0.0017296437114369	0.00345557470588117	0.00604384370913974	0.000785903550770103	0.00187148838324492	0.00358204383800171	0.00710400498047808	0.00103191911920516	0.00168078781147296	0.00266831037145961	0.00442033980354659
118	0.000294666140300607	-0.0035019662790294	-0.000500939753651591	0.000246667160465291	0.00121445349979158	6.01138306135923e-05	0.00599911811653013	0.00873743249168188	0.00115944225339988	0.00482848487310198	0.00487318110216415	-0.00142189695743233	0.00305394312708389	0.000455129925258277	-0.00105170513349911	-0.00534936980811886	-0.000433258490380736	0.0035213443161487	0.00373805338815071	0.00422956285564874	0.000644782898685058	0.00165629369001439	0.00379571483878076	0.00593970639232483	0.000654098680875326	0.00158508115464195	0.00319262064241236	0.00579709172169971	0.000544858299430276	0.00167177689501828	0.0033594565034344	0.00588561964102533	0.000741434512423161	0.00180206811334345	0.00353116330601281	0.00694336258139528	0.000967383191425059	0.0016097317628526	0.00258163179736789	0.00426597782332858
137	-0.000226467777936259	-0.00144887362541475	-0.00229233606587214	-0.000866863335688725	1.03445510947798e-06	0.00109379296114824	0.00256784221632865	0.00180437435921943	0.00166216380409555	-0.000877944724494795	0.00585695693157022	0.00569608779690004	0.00102128625943623	0.00100066781568637	-0.00317968248257521	0.00573521152072896	-0.000740230439828243	0.00306106464239276	-0.00483677165770386	0.0100952752898317	0.000611604254947095	0.00158631622699438	0.00365267641083064	0.00575061617748986	0.000620562175887318	0.00152515352044853	0.00310788374799032	0.00561482254210884	0.00051466088648068	0.00161108445857042	0.00324749305674232	0.00569348223009581	0.000690967945974901	0.0017143103631741	0.00341758788926231	0.00670251141603826	0.000904194766099322	0.001518025845817	0.00248525761141086	0.00413672363551043
160	0.000898573789765469	-0.00231749396202501	-0.00130351335637192	0.00282991843257416	0.000588876838935336	0.000384613387215391	0.00489367896630765	0.00640112896490173	0.00106790862392066	-0.000342898094530641	0.000649364932058958	0.00634807020642267	0.0019081797689871	0.00431146665701112	0.00376742361340373	-0.00227758973673025	-0.00040048157233104	-5.47384129133907e-05	0.00265907786199087	-0.00280020385221236	0.000576103797760362	0.00151541279240588	0.00349762038704013	0.00551459982407714	0.000584725154674633	0.00146413759801398	0.00301838385643337	0.00539995288404881	0.000485886126180289	0.00155441068174711	0.00315142794143252	0.00548915006386968	0.000644027423229247	0.00164214572009169	0.00329799686402868	0.00643417639605803	0.000853957658861739	0.00141980262523671	0.00236776415841024	0.00393929077223101
186	2.14433010634391e-05	-0.0011709844390396	0.00165749381476667	0.00496620430208549	0.000683539789450902	0.000897787875728311	0.00136467072786578	-0.00240400196742837	0.000137544658687426	-0.000503378536972969	0.00142870449938439	0.000741968577471639	0.000387998459321366	0.000883956811971557	0.00284629615902943	-0.00163584676290012	-1.69104124978463e-05	0.000686220795440469	0.00023217312845854	0.00193596072048865	0.000543100289067642	0.00144818699017922	0.00334000256546953	0.00528776610816293	0.000549511321770252	0.00140301660594857	0.00292032288807066	0.00517907817538891	0.000455848486645134	0.00148646579313501	0.00306373766195112	0.00527982608464805	0.00059493221638394	0.00157376182232097	0.00315154614866795	0.00618136415759011	0.000809823450741499	0.00131061335440102	0.00222377075139137	0.00376440445333313
217	0.000323628005071613	-0.00252207768061046	-2.33892009044957e-05	0.00384415230136722	-0.000396094125224583	0.00360454043079851	0.00401873928295972	-0.00518017243320924	0.000669675518620631	0.00014454364080275	0.000509582941595416	0.000650807598950703	0.000154024210542227	0.00160279026772084	0.00399091161000939	0.00423370062891707	0.00032745643148689	-0.000594162398604039	-0.000259944700170369	0.004423533502409	0.00050588548074034	0.00137581371838953	0.00314591538942182	0.00499091907533669	0.000512501037253939	0.00134451559624886	0.00279044614228997	0.00491537150198287	0.000424999961939347	0.00140187476582517	0.0029116564875602	0.00500868788570164	0.000553856607637351	0.00149137327434655	0.00301233300219592	0.00591089613927124	0.000758458409791545	0.00130519556311791	0.00208279862784442	0.00363094842840873
