lagtime	RRD_p|all	se_p|all
119	0.000476823591464171	0.00011099725033541
120	0.000479632787106278	0.000110997988848911
121	0.000480517757660064	0.000110998237059218
122	0.000524578140211164	0.000110997022472574
123	0.000524315048330151	0.00011099090056846
124	0.000533894309772007	0.000110987740087256
125	0.000509898583775589	0.000110983421595539
126	0.000484979741872676	0.00011098221970002
127	0.000492942783933643	0.00011098232813653
128	0.000481797560946491	0.000110987283536878
129	0.000495799637353891	0.000110998099288512
130	0.00049662609782935	0.000111012458055213
131	0.000497067418902967	0.000111029002432087
132	0.000484357621523308	0.000111052211979424
133	0.000470872165657694	0.000111072316956052
134	0.000482891894461766	0.000111092365590949
135	0.000491708883017383	0.000111112474330556
136	0.00053178911762197	0.000111134846961112
137	0.00051260539089061	0.000111156168020379
138	0.000497985572377729	0.000111176632787054
139	0.000474516591726257	0.000111192508915929
140	0.000431584398221914	0.000111209489196986
141	0.000420775124597376	0.000111228879033685
142	0.000456060255549276	0.000111253900059881
143	0.000458244406220431	0.000111268400616851
144	0.00047834264322685	0.000111270694315341
145	0.000453148103823333	0.000111260199988746
146	0.000419786554469417	0.000111248963104646
147	0.000429211092744861	0.000111240224535469
148	0.000384096079293678	0.000111233151842424
149	0.000384470441677269	0.000111226277552155
150	0.000410798372294544	0.00011121059424591
151	0.000386952082444737	0.00011119907030565
152	0.000351658312848967	0.0001111783410074
153	0.000345845884592909	0.000111154149472206
154	0.000335781527679429	0.000111132948729812
155	0.000364268685351902	0.000111117303301112
156	0.000399888911536255	0.000111105943325151
157	0.000398428716346429	0.000111096803500465
158	0.000401662487365582	0.000111076738425449
159	0.00040353219355334	0.000111047618033937
160	0.000400891284917644	0.000111007474973607
161	0.000401168931441882	0.000110963768214969
162	0.000394984396812864	0.000110917128880084
163	0.000402160712751673	0.000110864537656012
164	0.000431563756475588	0.000110801189266508
165	0.000453373649880398	0.000110713479989208
166	0.000421357400275984	0.000110607516363854
167	0.000375393414071714	0.000110469053117538
168	0.000378856691552513	0.000110264143320088
