lagtime	NRF_p<2|antVPD-0.0951-0.0315	NRF_p=2-4|antVPD-0.0951-0.0315	NRF_p=4-6|antVPD-0.0951-0.0315	NRF_p=6-10|antVPD-0.0951-0.0315	NRF_p<2|antVPD0.0315-0.0576	NRF_p=2-4|antVPD0.0315-0.0576	NRF_p=4-6|antVPD0.0315-0.0576	NRF_p=6-10|antVPD0.0315-0.0576	NRF_p<2|antVPD0.0576-0.0931	NRF_p=2-4|antVPD0.0576-0.0931	NRF_p=4-6|antVPD0.0576-0.0931	NRF_p=6-10|antVPD0.0576-0.0931	NRF_p<2|antVPD0.0931-0.185	NRF_p=2-4|antVPD0.0931-0.185	NRF_p=4-6|antVPD0.0931-0.185	NRF_p=6-10|antVPD0.0931-0.185	NRF_p<2|antVPD0.185-2.59	NRF_p=2-4|antVPD0.185-2.59	NRF_p=4-6|antVPD0.185-2.59	NRF_p=6-10|antVPD0.185-2.59	se_p<2|antVPD-0.0951-0.0315	se_p=2-4|antVPD-0.0951-0.0315	se_p=4-6|antVPD-0.0951-0.0315	se_p=6-10|antVPD-0.0951-0.0315	se_p<2|antVPD0.0315-0.0576	se_p=2-4|antVPD0.0315-0.0576	se_p=4-6|antVPD0.0315-0.0576	se_p=6-10|antVPD0.0315-0.0576	se_p<2|antVPD0.0576-0.0931	se_p=2-4|antVPD0.0576-0.0931	se_p=4-6|antVPD0.0576-0.0931	se_p=6-10|antVPD0.0576-0.0931	se_p<2|antVPD0.0931-0.185	se_p=2-4|antVPD0.0931-0.185	se_p=4-6|antVPD0.0931-0.185	se_p=6-10|antVPD0.0931-0.185	se_p<2|antVPD0.185-2.59	se_p=2-4|antVPD0.185-2.59	se_p=4-6|antVPD0.185-2.59	se_p=6-10|antVPD0.185-2.59
10	0.0132891478230158	0.0647792538121504	0.108822935532993	0.127782765288325	0.0144669270661322	0.0632245648653553	0.108902900834107	0.128317722995677	0.0126133484683559	0.0510814141623635	0.110649713417598	0.169457947569845	0.00662489382456759	0.0350713805399165	0.0706371112243857	0.127062658941867	-0.0195154366013757	-0.00427647047639466	-0.0141678345604878	-0.0360605608696123	0.00086910033066199	0.00185608732376577	0.0030011962937457	0.0046890603048895	0.000864922820553932	0.00166508077935715	0.00249288685425001	0.00372000171343237	0.000972254606264205	0.00200250093649824	0.00349917050272699	0.00583035472737491	0.00130266476934939	0.0034249152794031	0.00710631005321217	0.0155657690138065	0.0027838838840718	0.00848619817672551	0.0161497251582552	0.0231062336547801
11	0.0113505147727317	0.0565509871501635	0.0972689336950055	0.114444032002979	0.0142123956357615	0.0578123905731128	0.0960951198621964	0.11167418495291	0.0111440540560149	0.0453494994876809	0.0958256077558964	0.149832131896585	0.00626869648978145	0.0311539467878051	0.0669485494898276	0.127606241769414	-0.0181637037920748	-0.0023244674623713	-0.00748491277983344	-0.031337923920121	0.000869868732825089	0.00186135335337658	0.00301334099063482	0.00470608357309283	0.000866465520514603	0.00167227937502364	0.00250181818773714	0.00373146201543961	0.000974678971419022	0.00200917944898182	0.00351321501087289	0.00585289500134732	0.00130608027847224	0.00344108792061353	0.00713805494441271	0.0156560453308488	0.00279637644755677	0.00853500742593176	0.0162418392906785	0.0232421454738491
12	0.011312013813554	0.0540211804655553	0.0904195777304563	0.117790063553655	0.013991324033172	0.0530832891327377	0.0871992806932959	0.113912582828794	0.0110250602054278	0.0421869489793932	0.0812699356196653	0.123223192068088	0.00556340628585133	0.0283030496133677	0.0586561782887236	0.123418926450344	-0.0165918588090332	0.00133998159669451	-0.000725426185831477	-0.0276503052286237	0.000870466804464058	0.00186500860337322	0.00302092385695406	0.00471827115453869	0.000867484351160365	0.00167701147665801	0.00250770688007409	0.00373931216519098	0.000976369449609967	0.00201404298568339	0.0035228009990509	0.00587095222409632	0.00130834671781176	0.00345331597580329	0.00716022208819125	0.0157208077651341	0.00280534275134618	0.00856774273282252	0.0163070852468133	0.0233388934452308
13	0.00976392664606101	0.0503003700536635	0.0796153867536148	0.0947497944216881	0.0131008048313742	0.0491531873830502	0.0806433299834438	0.0987209683178981	0.0112837732140142	0.0386138709225184	0.0695059050875765	0.11250338056815	0.00501832099811461	0.0248150544075454	0.0558928139370827	0.125471271226318	-0.0176476464682677	0.00227408737706238	0.0020181243347987	-0.0241741703302745	0.000870813629614268	0.00186813076568522	0.00302621613796083	0.00472586374503654	0.000868178764813432	0.00168071417388573	0.00251146531011304	0.00374445674389351	0.000977521095725387	0.00201793536671132	0.0035292603131106	0.00588409517698761	0.00130982842912905	0.00346273596796644	0.00717489061104223	0.0157678912835338	0.00281194835818686	0.0085888163946914	0.0163532087838924	0.0234076610419905
14	0.0105237574722199	0.044919346927697	0.0692841754474619	0.0767540603225201	0.0125706799076676	0.0480025363173627	0.0762236111573343	0.0813354235644227	0.0100455436434147	0.0355536396632987	0.0643799525614883	0.100543710003359	0.00567905445638572	0.0218230549677361	0.0495178784560948	0.122232776495558	-0.0181632581955243	0.000271973078662488	0.00200551601571712	-0.0243633186118978	0.000871058013684236	0.00187044938465183	0.00303021310141731	0.00473120697950815	0.000868629365384003	0.00168345097416068	0.0025143656110758	0.00374808794140255	0.000978201204878455	0.00202125809309651	0.00353401364834236	0.00588998450201044	0.00131083837088951	0.003469126079016	0.00718434164328436	0.0158014260514891	0.00281665772797713	0.0086030431675464	0.0163860854033534	0.0234563401578599
15	0.0101879478159318	0.0369106388559748	0.0615012803400821	0.0705597789330685	0.0120303994020613	0.0448879038039238	0.0723948474397528	0.0772730933123571	0.00963319453721284	0.0315334988043215	0.0656957372468133	0.0978258382419894	0.0064602402329997	0.0241914199210193	0.0512197146549882	0.111057904963852	-0.018418301981863	-0.00305481468457595	0.00181844805587977	-0.022223920898184	0.000871184463523137	0.00187215978751904	0.00303276798964618	0.00473502945209008	0.000868924339756086	0.00168545020857374	0.00251641453584636	0.00375086282804018	0.0009786966455009	0.00202399956718344	0.0035370340122109	0.00588741981883421	0.00131155097388457	0.00347353157152491	0.00719138023076136	0.0158243329621392	0.00282007254939594	0.00861289600970177	0.0164096551309419	0.0234909528807203
16	0.010321179520938	0.0327798475804256	0.0534498089230083	0.0668310084253283	0.0120127093925053	0.0420460742370578	0.0699520247919689	0.0770983836106524	0.010104708229621	0.0297802110809551	0.0593737999808182	0.0767587074685224	0.00799109665406856	0.0274982078247027	0.0530747529902089	0.0989873954378378	-0.0195298365445863	-0.00608191861728245	0.00224325216162301	-0.0171734451967931	0.000871310578607807	0.00187351551439411	0.00303428441894008	0.00473830123204615	0.000869111369645624	0.00168685647887389	0.00251792726699424	0.00375311483509559	0.000979008326529839	0.00202599820634919	0.00353940761503972	0.00588390630190021	0.00131206857931892	0.00347630430448911	0.00719779662130557	0.0158385754108016	0.00282230629443279	0.00861979724158253	0.0164268477035496	0.0235158345819272
17	0.00994120615904116	0.0326366812531784	0.052289653645153	0.060446651945616	0.0116150910269199	0.0390219277812198	0.0648756769641364	0.077297427065161	0.00948884504170548	0.0285000637564862	0.056492021663916	0.0661555776371203	0.00714046487628709	0.0290731656472502	0.0585255181586268	0.0891494827563794	-0.0194696284672652	-0.0101250143407621	0.00362149398282843	-0.0105783293247714	0.00087139058003214	0.00187453131061186	0.00303532945637843	0.00474020343733387	0.000869223557412868	0.00168781689327569	0.00251876968567522	0.00375469994369454	0.000979237624119548	0.00202737428210625	0.00354029256768779	0.00588133617440028	0.00131250783038329	0.00347784352882489	0.00720407513090488	0.0158476140201494	0.00282390340479934	0.00862516189972027	0.016436867452352	0.0235323596860473
18	0.00860551337644253	0.0302745468918711	0.0489976340358216	0.0508602095498072	0.0111316123325209	0.0344057577392227	0.0556635258239161	0.061768135599345	0.00931841482272502	0.0275179959737743	0.0531814811237496	0.0560035913409749	0.00744059768003713	0.0292207170872524	0.0586526417134073	0.0947578848816704	-0.0192730432024681	-0.0142256703249671	0.00263817370914848	-0.00696054228248553	0.000871474444199291	0.00187535175148641	0.00303583683584973	0.00474187757480165	0.000869278758593454	0.00168846626243326	0.00251944273472087	0.00375587163736933	0.000979431196020446	0.00202832384088354	0.00354090018653899	0.00587939711572209	0.00131299173209893	0.00347893544780055	0.00720922697087319	0.0158542244398341	0.00282499997436863	0.00862953667268766	0.0164437361084171	0.0235440296112061
19	0.0080665531157798	0.0296442024402659	0.0503791686303554	0.0483768334387801	0.0115407817461315	0.0320230095757367	0.0515865659212349	0.0567998276118538	0.010469599337736	0.0286267247147182	0.0525751050288914	0.0551106579601532	0.00773164139841368	0.0308724693062392	0.0634478668819383	0.096139432621682	-0.0203492985681023	-0.0166829651522338	-0.00111047308678336	-0.00741995780567604	0.000871534738546916	0.00187613493773619	0.00303627823159717	0.00474343525025877	0.000869382091251001	0.00168899673142512	0.00252009352107196	0.00375659505794336	0.000979557728030892	0.00202883473171655	0.00354165741226865	0.00587783989072768	0.00131342914564676	0.00347985173937129	0.0072130924068193	0.0158590163723414	0.00282596758148279	0.00863267154501659	0.0164484834301578	0.0235524150427984
20	0.00668138843197686	0.0280573902622887	0.046386173801197	0.0430486595063877	0.010748244183951	0.0315964769510177	0.0517515107603933	0.0557334440160468	0.00953297559845491	0.0294042636009646	0.0496921905542524	0.0478352092023935	0.00543924891782167	0.0275578576745871	0.0623219135248844	0.0926253054360396	-0.0210736442665208	-0.018607051892486	-0.00505702636075265	-0.00946381327633129	0.000871649463707549	0.00187660554743588	0.00303662135145933	0.00474445141783182	0.000869481292575269	0.00168924849382917	0.00252062679975256	0.00375684192155168	0.000979700170268351	0.00202927936165186	0.00354227251463201	0.00587666796858733	0.00131375883254034	0.00348053094867605	0.00721635368301342	0.0158630447609526	0.00282665846979118	0.00863463622245984	0.0164518243268378	0.0235582740862975
21	0.00707639985779113	0.0294108776638257	0.0473881485349152	0.0444834579344347	0.0097965195416605	0.0312330926068506	0.0534288853339178	0.0568347970898874	0.00800333013041598	0.0282050862404883	0.0446953351529363	0.0441620950157128	0.00467522018797836	0.0265125099970643	0.0545707356621265	0.0848357704976949	-0.0224093565482269	-0.015155689495361	-0.00377459373098971	-0.0107276823346184	0.000871711042794193	0.00187700115258237	0.00303717511029139	0.00474535566931746	0.000869554341747074	0.00168925230580601	0.00252092151307986	0.00375695076139317	0.000979805697911711	0.00202969130815876	0.00354262586119595	0.00587584570198669	0.00131411231211584	0.00348124322120457	0.0072189290816545	0.0158665779525713	0.00282723626555318	0.00863634471120193	0.0164545012170094	0.0235629545343685
22	0.00645316120534704	0.0247704596797993	0.0387818431700472	0.0402647596955732	0.00978602311920337	0.0300898012062911	0.0524560017723875	0.05265770152904	0.00695103910477943	0.0247589126644372	0.0370592250679888	0.0358426773085336	0.0043816240529515	0.0270418535430903	0.0449082368165766	0.0709226311859043	-0.0221662468920903	-0.0115492233852257	-0.00141012920229454	-0.00898676058987784	0.000871829103423744	0.00187727479406675	0.00303774110324702	0.00474634305502611	0.000869625418673433	0.00168906736300836	0.00252102291748189	0.00375695290186725	0.000979877223147816	0.00203006899518344	0.00354295608661077	0.00587546126600431	0.00131444254629124	0.00348176764179953	0.00722091527822084	0.0158708533354067	0.00282783214925034	0.00863896758376452	0.0164568063726807	0.0235678539533435
23	0.0073937339063741	0.0229301640383973	0.0334647169050421	0.042906777158937	0.0101254117180063	0.0286062186532546	0.0500140309519765	0.0519652759753467	0.00776358030969437	0.0239598424373284	0.0359208115942734	0.0338773653556059	0.00412641862285533	0.0229798629664572	0.0409582611730814	0.0680142703138257	-0.0205655803683034	-0.0115823229302268	-0.00110873980696322	-0.00154960620091915	0.000871943197720641	0.00187741802051146	0.00303821681237697	0.00474686245264475	0.000869691509394737	0.00168878177123226	0.00252105779723359	0.00375702501651706	0.000979964118999325	0.00203044887915982	0.00354316066746498	0.00587529220656942	0.00131493556673474	0.00348229276011146	0.00722317722049359	0.0158754386624304	0.0028286312060552	0.00864138705755243	0.0164587319736016	0.0235722556111709
24	0.00721968607607245	0.0204162730024457	0.0300032594676504	0.0410609420763897	0.00993127700305866	0.0248678166228956	0.0393167598639715	0.0432450051222305	0.00693603337753845	0.0219566127763366	0.0385605058573948	0.0348969042399073	0.00429168229445977	0.0212460921935957	0.041538617669389	0.0645351877690946	-0.0200107072683314	-0.0099581342414674	-0.00197371750827861	-0.00267940581422128	0.000872159280147114	0.00187760971591338	0.00303843803871188	0.00474721302548418	0.00086978434571911	0.00168830441361866	0.00252107085261916	0.00375708730182736	0.000980095051602575	0.00203079978581328	0.00354343812215277	0.0058753422244002	0.00131556475157399	0.00348319592743711	0.00722550656014862	0.0158810277375354	0.0028296963490983	0.00864332753641984	0.0164595731915037	0.0235755161789145
25	0.0068679093603183	0.0192588719440645	0.0306325140963548	0.0440768565589214	0.00975324329793281	0.0231645740265629	0.0335830649125816	0.0367001265521951	0.00726591911272799	0.0204703212905182	0.0396090071798646	0.0452807712998855	0.00523950124520306	0.0221809183960291	0.0363580606974683	0.0830819443508365	-0.015742003345346	-0.00479354129477206	-0.00187500943768026	0.00172576756733876	0.000872405198917319	0.00187777230761195	0.00303869344350439	0.00474741864600475	0.000869851335966598	0.00168781276698844	0.00252108659511212	0.00375713839883499	0.000980238925645697	0.00203107797482203	0.00354367622120332	0.00587544407561172	0.00131634299113984	0.00348407909425206	0.00722773602483531	0.0158931173845361	0.00283093338681015	0.00864589716835736	0.0164597745009699	0.0235784103204842
26	0.00674959550857989	0.0188350673344059	0.0303680664732526	0.043389195351025	0.0103070734815727	0.0206124086883076	0.0309168055980742	0.0360958288141057	0.00763285592293155	0.0210321452178022	0.0401951971121108	0.0491429445603483	0.00614916264137555	0.0217049673282863	0.0380995417048307	0.0682047367586891	-0.015711778932157	0.0030221150007004	0.0028305984853458	0.00109145604646399	0.000872581698478279	0.00187788758294597	0.00303883484783278	0.00474740567447916	0.000869902484723434	0.00168739259467269	0.00252107643386775	0.00375718092559179	0.000980437408871515	0.00203122341770669	0.00354401247605148	0.00587557775677453	0.00131708958324837	0.00348447873703993	0.0072301679687909	0.015924550630507	0.00283235236824655	0.00864890331531782	0.01645952594644	0.0235804610635168
27	0.00689212849532464	0.0165888331758935	0.0262375869315989	0.0373288900115762	0.00981944158891743	0.0191217885412092	0.0265399465828839	0.0264216882663779	0.00732104414056045	0.0200021823671778	0.0419946263557716	0.0425390274182564	0.0068924876009102	0.0195998100006487	0.0320639255684487	0.0457922987002292	-0.0209162814072882	-0.00881762848877624	0.0016259590276401	0.00715633457881965	0.000872627160668382	0.00187793860078612	0.00303892337982741	0.00474754269088975	0.000869933405262152	0.00168707924125624	0.00252105387753123	0.00375726409688118	0.000980620881181747	0.00203129746266999	0.00354445885749403	0.00587568582412861	0.00131765355982933	0.00348444588700705	0.00723403052023866	0.0159899598832075	0.00283384097558777	0.00865153578216811	0.0164593919299572	0.0235823000683807
28	0.00782777077090168	0.0172491725368771	0.0277473866625618	0.0400939187231516	0.00850962002830018	0.0205843353542096	0.0255435187675337	0.0239361232708067	0.00626595178552678	0.0181562403879736	0.0394548173932885	0.0383568435816548	0.00696884275420102	0.0189857960088824	0.017433991660724	0.103548322669867	-0.0213253421302364	-0.019930356064612	-0.000812664494414785	0.0126414444337941	0.000872676195351707	0.00187815867897675	0.00303897192185441	0.00474772731513845	0.000869970525628672	0.00168694449595077	0.00252102996175803	0.00375731435003516	0.000980826880238288	0.00203138770687742	0.00354468591269219	0.00587589177201276	0.00131808613301963	0.0034842461509109	0.00723690706478338	0.0160322481433896	0.00283522809897259	0.00865369416208748	0.0164593990054026	0.0235828126067094
29	0.00689114254991625	0.0160640272744352	0.0249351341755635	0.033991736694358	0.00799448695517471	0.0227446747298394	0.0282758014990982	0.0247208338267934	0.00503850698476456	0.0168366484428477	0.0399434620030502	0.0385210593647165	0.00819649290487547	0.0225077872014292	0.0100418482936371	0.125500928240063	-0.0188979709074747	-0.0103400906925522	-0.00101687143194586	0.00154922921477432	0.000872725171223225	0.00187863516535959	0.00303893727428071	0.0047479917306065	0.000870011471686139	0.00168684780016527	0.00252103583272956	0.00375741929295149	0.000980981933620614	0.00203143892569174	0.00354489949535327	0.00587636760527029	0.00131843858797997	0.00348405042258667	0.00723897875230151	0.0160637512644438	0.00283632396237587	0.00865635961080161	0.0164592783523188	0.0235825264645692
30	0.00757602001892636	0.0155910753696933	0.0224658880415784	0.0360647358523327	0.00774463171787534	0.0226901547264255	0.0298668512625101	0.0250207174693794	0.00596345859080938	0.018088530433244	0.0363345403834621	0.0367436221770491	0.00915799443146096	0.0235973873867445	0.0156867130167903	0.0718659820798074	-0.0177629697073337	-0.000747502927390377	0.00244389997853679	-0.00459238269287587	0.00087273503349149	0.00187908425536683	0.00303897589590702	0.00474840318819539	0.000870116240872216	0.00168685665442063	0.00252099726015905	0.00375754473238029	0.000981104698090762	0.00203147223559565	0.00354509293059315	0.00587705218400936	0.00131861186985399	0.00348394810727016	0.00724052867596675	0.0160916122533631	0.00283712673815207	0.00865932256949413	0.0164588365007913	0.0235807757447017
31	0.00625406477065411	0.0137750285049335	0.0213641031210343	0.0315464231312095	0.0060890558270231	0.0187970845913547	0.0278919176917999	0.0242378982083246	0.00631041798264829	0.0159595654285473	0.0315402885227506	0.0358457408661677	0.00925930644483741	0.0213838691489587	0.0171817425724178	0.0757235801233213	-0.017793368785591	0.00455163039436705	0.0100607369883048	0.00293058351278643	0.000872704524800382	0.00187936298950448	0.00303896925931125	0.00474867316768986	0.000870216353058193	0.00168687348601464	0.00252097144682328	0.00375770550537018	0.000981210402347484	0.00203150914104795	0.00354532148203753	0.00587761433162779	0.00131866793121226	0.00348381108809167	0.00724172082433899	0.0161105532464136	0.00283767684443605	0.00866182236871511	0.0164587059645603	0.0235792006863451
32	0.00627488564713257	0.0148587122254441	0.0224747119053566	0.0255268556338886	0.00609641899252933	0.0172401083928354	0.0263761088302932	0.0272154474416924	0.00588644842586935	0.016066179403257	0.0300500251010115	0.0247860795019466	0.00895809028970463	0.0178782565044784	0.0181865275277901	0.0623578878721126	-0.0188384729399978	0.00204596169611486	0.0100559309087913	0.00473247092113598	0.000872683083443015	0.00187954042972515	0.00303911310395597	0.00474904549182377	0.000870292788708239	0.00168688517386289	0.0025210403562558	0.00375799137472018	0.00098128776961588	0.00203160636356843	0.00354561116503939	0.005878129727066	0.00131866489045844	0.00348359467832756	0.00724269692979128	0.0161240921135443	0.00283796870268302	0.00866407136736027	0.0164597064978811	0.0235747032175269
33	0.00689645750608753	0.0148579762833505	0.0215112174310386	0.0275143691623907	0.00628231565025744	0.0161779975480668	0.0226840206246777	0.0266072346242332	0.00565006776469288	0.0171265458481813	0.0274775635431478	0.0194829222535124	0.00788974950022916	0.0177798809209949	0.0160146215727229	0.0508582108777859	-0.0175397665472572	0.00488894585891872	0.0147836386865755	0.00568771429174458	0.000872614091776215	0.00187963192849331	0.00303932118724103	0.00474937930315439	0.000870402526728759	0.0016868983546438	0.00252123713961672	0.00375822181507729	0.0009813717038806	0.00203173852736559	0.00354600962111015	0.00587871147645235	0.00131859240409204	0.00348339601253593	0.00724381214542982	0.0161345579252123	0.00283801036254354	0.00866579815096935	0.0164611872307383	0.0235700852044314
34	0.00796431402696077	0.0119581285720247	0.0199065005982598	0.0248599905019212	0.0072625506820773	0.0169728787317613	0.0202084803851644	0.0265118002248595	0.00572852613851687	0.0152388782086332	0.0228830864739471	0.0235744712059479	0.00702783922780818	0.0191955461215094	0.0169949675199156	0.0481727349422886	-0.015564573032041	0.0049211411954688	0.0132321918419481	0.00429533221824194	0.000872579944445498	0.00187966277129661	0.00303958432403121	0.00474963112922197	0.000870513395210151	0.00168696833827652	0.00252136139928192	0.00375831556151104	0.000981399290749627	0.00203186548456091	0.00354641757542567	0.00587941131465966	0.00131855236351227	0.00348329454928186	0.00724475668201193	0.0161420928282937	0.00283782996009085	0.00866672602549312	0.0164627718065996	0.0235661764917056
35	0.00746640274677677	0.0103325249784009	0.0176582252986439	0.0247041169646226	0.00784599687495519	0.0174769690717766	0.0181116639044561	0.0239303122151248	0.00592211820028504	0.0154855701078139	0.0219060447355388	0.0258053675955674	0.00684904790984584	0.0219581022014277	0.0241520680166807	0.0524108840283779	-0.0145986936863891	0.000984197868835628	0.0112385694471475	0.00464448793367495	0.000872531013848667	0.00187967080088888	0.00303974071841572	0.00474993283503816	0.00087059583751586	0.00168700558978911	0.00252143297303363	0.00375847751303019	0.0009814179141813	0.00203201239992203	0.0035467792232224	0.00587993491452878	0.00131852089681257	0.00348325962951603	0.00724586717429191	0.0161474732299379	0.00283762901220823	0.0086672478338093	0.0164635368863752	0.0235622205838172
36	0.0067806053376501	0.0112369253860527	0.0165935042337801	0.0224496265753819	0.00747538950080339	0.0176575804814571	0.020165230230383	0.0233927966170102	0.00536724656669179	0.0145914288768176	0.0189816182319664	0.0215675093548431	0.00702127287180789	0.0211032501768731	0.0273586133536595	0.0487018923867657	-0.0152139416360272	-0.00163708541061522	0.0120069361623676	0.00523931977571424	0.000872518198135726	0.00187975980774876	0.00303991448225263	0.0047501700495013	0.000870663363930517	0.00168702672784075	0.00252142214062996	0.00375853354500109	0.000981437134627296	0.00203226502190976	0.00354703059229748	0.00588046745777949	0.00131847811323046	0.00348329670157896	0.00724684180226364	0.0161516488900952	0.00283744578411597	0.00866769956531578	0.0164630466796533	0.0235582648749669
37	0.00682109344763953	0.0104410475856756	0.0145012668022582	0.0129551720448704	0.00696863424893899	0.0198063286592804	0.0242791207308171	0.0264679188501223	0.00626848909783802	0.015700080476049	0.0182748565091153	0.0213047583105526	0.00800912616594877	0.0231010463114183	0.0257551322616268	0.0469545852805309	-0.0163920677924952	-0.00162329495243358	0.0137106359255022	0.00452815407405567	0.000872476117763541	0.00187980586377322	0.00304016533788784	0.00475017755106977	0.000870670362761534	0.00168702243340195	0.00252138693211193	0.00375855996103516	0.000981476804760133	0.00203253405163678	0.00354727731790039	0.00588095034775169	0.00131847534740462	0.00348339263383438	0.00724780269728426	0.0161542581935945	0.00283719120555656	0.0086679626128423	0.0164621791971727	0.0235550848859364
38	0.00676850852963886	0.0100314843048041	0.0132603939819967	0.00940220238397681	0.00655115546990812	0.0191407096213461	0.0233335831383224	0.021423163698315	0.00643113317427621	0.011677422428614	0.0141455688849084	0.0239350210849405	0.00673438862190091	0.0201473610705621	0.022824485594872	0.0440162268651543	-0.0180452246545093	-0.0087391238584159	0.00535927501676392	-0.00554134866688082	0.000872434669370229	0.00187982594787855	0.00304035969388648	0.00475004290432845	0.000870656865439707	0.00168706276135104	0.00252131199897038	0.0037585349695668	0.000981528651805624	0.00203282776371028	0.00354742421102065	0.00588140648922384	0.00131854604566351	0.00348350744321056	0.0072485284648157	0.0161558803250376	0.00283688672637831	0.00866824064409572	0.0164614489630752	0.0235523799028233
39	0.0081354562044099	0.0123227564569068	0.0142824834307139	0.010575066433079	0.00672302129414213	0.0178750618898476	0.0226777685308081	0.0215381888631935	0.00639995489331656	0.0102323900771488	0.0147393674067287	0.0353393590371133	0.0066401133679017	0.0214475345022677	0.024310972783533	0.041228481448103	-0.0168761624565894	-0.00908587197251311	0.00129910962172723	-0.0123418026378232	0.000872377468540556	0.00187975931283267	0.00304041237318786	0.00474990397328882	0.000870678785959765	0.00168711221843253	0.00252123459163616	0.00375846283509017	0.000981569726945522	0.00203302681741812	0.00354758711412024	0.00588182618819779	0.00131858650593013	0.00348358254469632	0.00724910157125305	0.0161568010060362	0.00283664183901249	0.00866872931010423	0.0164609702665404	0.0235504596133779
40	0.00748569517785238	0.0114033480454071	0.00987109913851726	0.00425138489621495	0.00626875128605434	0.0149338499874597	0.0219401234447186	0.0210580054267759	0.00581364037978761	0.00815571049124278	0.0173161301824699	0.0294210942095021	0.0054285728170953	0.0175365174040886	0.0241080603298255	0.0382842452661632	-0.0169740980322676	-0.00944117511530957	0.00277376173675482	-0.00519281961852007	0.000872308878769272	0.00187964546861835	0.00304040057062391	0.00474983787670497	0.00087070766836479	0.00168708464505423	0.00252118911861621	0.0037584675791184	0.000981552972969344	0.00203317158196625	0.00354770237514615	0.00588220655544803	0.00131855947037662	0.00348361201086681	0.00724946305658037	0.0161574620654462	0.00283651050638394	0.00866919185028028	0.0164606342162641	0.0235491661969873
41	0.00612491382794599	0.0109090576451107	0.011624811294062	0.00436269734446311	0.00630878202154162	0.0157571727866925	0.0229857101676478	0.0160042302415248	0.00628549240817673	0.00856573205588305	0.0206603585969068	0.0218425200769855	0.00464108690403225	0.0165218716031211	0.0233666902017388	0.0347676763826433	-0.01679155088933	-0.0118299826287297	0.00311398264136957	-0.00245999174203203	0.000872266201984427	0.00187960779909874	0.00304035790144168	0.00474984024278188	0.000870788989481914	0.00168710476895953	0.00252114330309989	0.00375849738088105	0.000981500727143454	0.00203320538270009	0.00354779198450514	0.00588284784908712	0.00131854410871969	0.00348343533005771	0.00724975100622204	0.0161578999863005	0.00283643752523461	0.00866977470666197	0.0164605602270381	0.0235482439782217
42	0.00622850384156564	0.0101584726155963	0.0109220608780157	0.00778048275065938	0.00708795321738622	0.0148532795526989	0.0212334886513361	0.0132862562744908	0.00618793708760646	0.0109902556680303	0.0175996480400564	0.0200742694086957	0.00435716392581771	0.0152080846503541	0.0255837284456611	0.0359357264755943	-0.0175805947918891	-0.0136082119054952	0.00325781495776914	0.000388858374499756	0.000872253649722673	0.00187959417521276	0.00304032880568129	0.00474982705658446	0.000870859444345544	0.00168713915907194	0.00252108300324347	0.00375850316757944	0.000981462773555352	0.00203317621800626	0.00354780900019636	0.00588389528304055	0.00131849879375561	0.00348331102697944	0.00725008988467752	0.016158132565358	0.00283640075442406	0.0086704035870088	0.0164607182715671	0.0235474426931224
43	0.00504040449943734	0.00975420300025966	0.0103972499705924	0.0123596853822334	0.0057981668186694	0.0132216665527118	0.0214184447111058	0.0156632047766306	0.00488483036370618	0.0108117144611414	0.0168857818643919	0.0183801284533334	0.00464931864288316	0.0141605562255848	0.0283770506390161	0.0364779237428075	-0.0185248439079998	-0.00955116374839164	0.0120109803323891	0.0055076110519167	0.000872196326444236	0.00187963073979124	0.00304028646740644	0.00474969110970242	0.000870955244317906	0.00168715104043384	0.00252100530527737	0.00375849205965531	0.000981489678333157	0.00203318665198833	0.00354787917576634	0.00588541869137497	0.00131843421495722	0.00348314591227213	0.0072510584515465	0.0161586531256181	0.00283635614551041	0.00867091390964389	0.0164605240162201	0.0235463991776445
44	0.00573382629329164	0.00933750616692417	0.00834350940817392	0.00530878053945815	0.00482156342084289	0.0128815930012198	0.0194228766300323	0.0148620615892914	0.00481473681340173	0.0116534613896879	0.0187507176288258	0.0136747423800646	0.00542064059883551	0.0145113110332285	0.0352302044197238	0.0348345516510095	-0.0196223774133649	-0.010718106880789	0.0149314688507081	0.00847447444510966	0.00087219596578317	0.00187970823261651	0.00304036340345605	0.00474969061832458	0.000871025913559097	0.00168720452812521	0.00252108174475491	0.00375853271022938	0.000981545443949641	0.00203329123604729	0.00354799343344163	0.00588694091464485	0.00131846092128352	0.00348308431819689	0.00725241391023687	0.0161594623792313	0.00283632114264083	0.00867139962777214	0.0164597924370915	0.0235444248795465
45	0.005713431226987	0.00913246341705257	0.00614798940963454	0.00504777687995146	0.00444370135505403	0.0117376645959389	0.0166171789849719	0.0146258535733108	0.00392395664674304	0.0136466547475537	0.0179588847447977	0.0244942661931436	0.00626516772359061	0.0156544495164172	0.0357738559748151	0.0259225024922114	-0.0208967860040478	-0.0103091020271337	0.0193235573608068	0.013292923892576	0.000872171240739433	0.00187977326300924	0.00304043127427835	0.00474960000329073	0.000871063728129667	0.00168731602619053	0.00252120173202612	0.00375855794069522	0.000981591823804917	0.00203342222270172	0.00354815634109435	0.00588807127390123	0.0013186305457967	0.00348312410736434	0.00725379541064239	0.0161604737986773	0.00283632974507961	0.00867175074556948	0.0164559308506864	0.0235396870487916
