lagtime	NRF_p<3|antQ0.00876-0.1	NRF_p=3-6|antQ0.00876-0.1	NRF_p=6-9|antQ0.00876-0.1	NRF_p=9-12|antQ0.00876-0.1	NRF_p<3|antQ0.1-0.2	NRF_p=3-6|antQ0.1-0.2	NRF_p=6-9|antQ0.1-0.2	NRF_p=9-12|antQ0.1-0.2	NRF_p<3|antQ0.2-0.5	NRF_p=3-6|antQ0.2-0.5	NRF_p=6-9|antQ0.2-0.5	NRF_p=9-12|antQ0.2-0.5	NRF_p<3|antQ0.5-1	NRF_p=3-6|antQ0.5-1	NRF_p=6-9|antQ0.5-1	NRF_p=9-12|antQ0.5-1	NRF_p<3|antQ1-20.2	NRF_p=3-6|antQ1-20.2	NRF_p=6-9|antQ1-20.2	NRF_p=9-12|antQ1-20.2	se_p<3|antQ0.00876-0.1	se_p=3-6|antQ0.00876-0.1	se_p=6-9|antQ0.00876-0.1	se_p=9-12|antQ0.00876-0.1	se_p<3|antQ0.1-0.2	se_p=3-6|antQ0.1-0.2	se_p=6-9|antQ0.1-0.2	se_p=9-12|antQ0.1-0.2	se_p<3|antQ0.2-0.5	se_p=3-6|antQ0.2-0.5	se_p=6-9|antQ0.2-0.5	se_p=9-12|antQ0.2-0.5	se_p<3|antQ0.5-1	se_p=3-6|antQ0.5-1	se_p=6-9|antQ0.5-1	se_p=9-12|antQ0.5-1	se_p<3|antQ1-20.2	se_p=3-6|antQ1-20.2	se_p=6-9|antQ1-20.2	se_p=9-12|antQ1-20.2
10	0.00186407052581133	-0.0032302433022669	-0.0374650019656249	-0.00766215310731966	0.0127386657543734	0.0249532169990276	0.0368603236279766	0.000491894957701217	0.0195099020484765	0.0525597448828049	0.0871314038025557	0.103559964584682	0.0283689601546224	0.0720133871728404	0.103070174537894	0.134405114364614	0.0373365943118662	0.0917208420511971	0.131501734190973	0.142305936896481	0.000668612127796141	0.00218354666085274	0.00652182597938118	0.0118351001648852	0.000668376469077207	0.00222878691756408	0.00647566122514703	0.014674882300904	0.000558350545835436	0.00162715476016926	0.00392449211978006	0.0090717095013107	0.000867749225248427	0.00224512809316121	0.00516163076498297	0.0112044888377785	0.00124815059237251	0.00189234598838366	0.00298828690444629	0.00548647286347756
11	0.00104862966344976	-0.00308415770200146	-0.0385029459256412	-0.0150649199975332	0.0106434156729924	0.0194896906655669	0.0303599175637779	0.00328549566385852	0.0181036915126512	0.0454325513610656	0.0791307949547146	0.103429572062933	0.0248295219590603	0.0678684180221057	0.0925809058555115	0.120377146693138	0.0329628284513786	0.0740856205873048	0.101511065789061	0.106873719617874	0.000668780680590835	0.00218555520783137	0.00652736715359987	0.0118444096078606	0.00066866189996503	0.00223120690842755	0.00648154823827515	0.0146872606244335	0.000558764150422722	0.00163056343249258	0.00392909142252787	0.00907915661076607	0.000868516517142991	0.00224849247649952	0.00516922644317672	0.0112073345260427	0.00124907677622541	0.00189594132925711	0.00298998112936714	0.00548902402312244
12	0.000415925975275258	-0.00659646878202492	-0.0352425763792084	-0.00683110738418257	0.00991271874085359	0.0205910188404551	0.0307185594013142	-0.00782664311514879	0.0178972435138346	0.0411657944773905	0.0633755776493269	0.0862948521996272	0.0222621233342034	0.0601902557828015	0.0957337084361009	0.109704071422772	0.029688128433243	0.0641685521860041	0.101246800148793	0.11982022997729	0.000668916980187574	0.002186908823305	0.00653105234033757	0.0118500750123646	0.000668927692802142	0.00223291266708005	0.00648671953108565	0.0146946696536847	0.000559127927712921	0.00163302596224224	0.00393223224294721	0.00908355723000185	0.000869185080048939	0.00225064313381794	0.00517445693248529	0.0112072544492257	0.00124976085778818	0.00189848646192386	0.00299170717572695	0.00549072027036974
13	-0.000199544620399371	-0.00773374681356575	-0.0291949314800074	-0.00134303710142457	0.00969752145674139	0.0197588694524551	0.0218487290466897	-0.00679694238526721	0.0164082279294551	0.0394487614584757	0.0502327546513772	0.063117514793204	0.0216893084840274	0.0574655951847437	0.101248075079947	0.11236918663424	0.024223605432757	0.0565493594964177	0.0864060078108132	0.101172914846409	0.00066902415890029	0.00218767754170672	0.00653338445711009	0.0118535520957742	0.000668999576092995	0.00223408885209228	0.00648938019018784	0.0146987446800774	0.000559459955200934	0.00163505277498692	0.00393441927229363	0.00908643712293079	0.000869896218594695	0.00225259929209797	0.00517824043913211	0.0112072324479094	0.00125030694150372	0.00190002706900104	0.0029923731416442	0.00549189239185873
14	-0.00126893326457343	-0.00917024939506631	-0.022009121160054	-0.000843567788012837	0.00892357087737906	0.0217893258725201	0.0194148830667666	-0.00650928502342366	0.0154630322707643	0.0370590140251178	0.0459961300802165	0.0570466365831122	0.0192519569065045	0.0555213670071468	0.0791430888124751	0.09258290568672	0.0243486060194092	0.0532359510897316	0.0755833582130314	0.0844288716412837	0.00066911445551355	0.00218824204007272	0.00653491386709005	0.0118555165195575	0.00066921514813198	0.00223499340627462	0.00649078045210551	0.0147011175347708	0.000559688467901226	0.00163642939759623	0.00393619654625432	0.0090885385623658	0.000870466694020416	0.00225427429956834	0.00518173712258004	0.0112080091311158	0.00125081588250841	0.00190108254397552	0.00299256827268035	0.00549240230580877
15	-0.00114525370980893	-0.00761446493504852	-0.0167385822904689	-0.00825498289628966	0.00765775652438531	0.0238204148163147	0.0235983127662388	0.00418601046830959	0.013585503120627	0.0330699778167293	0.0478152255039571	0.0602231922737698	0.0180245401989503	0.0492472525969911	0.06389136859647	0.0748701403158484	0.0211471666297675	0.048723739374644	0.0746854076487955	0.0885935816144067	0.000669199165075508	0.00218861144051744	0.00653587856423266	0.0118567948214139	0.000669422100740861	0.00223587417574202	0.00649198202972832	0.0147020274350697	0.000559847973362221	0.00163734787903192	0.00393730136929607	0.00908925207954273	0.000870920645313422	0.0022558004981846	0.00518464746959211	0.0112087263417286	0.00125118545123391	0.00190202592354219	0.00299260606883083	0.00549258765087581
16	-0.000919440807125354	-0.00616694484506064	-0.0163337179538078	-0.00848979216096715	0.00821695462096561	0.0228287297370135	0.0214758302826886	0.0182776927237446	0.0131809303883395	0.0344309272261124	0.051118169034239	0.061706795589854	0.0193788566153641	0.0415076791884219	0.0602731459623032	0.0759460849650832	0.0187990110476411	0.0427868406635857	0.0624887296582124	0.0744556978406522	0.000669282601612893	0.00218897392440924	0.00653652830533403	0.011857165858267	0.000669572077483478	0.00223642783213306	0.00649318966096491	0.014702253473145	0.00056010681379491	0.0016381403978272	0.00393804309565274	0.00908975821957297	0.000871282810757484	0.00225688564886201	0.00518000848492707	0.0112091635137352	0.00125134390114969	0.00190230956501871	0.00299237195448351	0.00549265992608273
17	-0.00101446476448422	-0.00551089774271665	-0.0169532221110248	-0.00470845834730677	0.00727898976087608	0.0192440745798386	0.0179705599673953	0.0224030120543095	0.01249709438598	0.03374271968536	0.0522835711663948	0.0610955598050303	0.0208775701702247	0.0438842989535055	0.0550070294740432	0.068803812539958	0.0167117076986361	0.036422563050382	0.0542528110522597	0.0623015502844191	0.000669343757221681	0.00218927742082828	0.00653689156353082	0.0118568076315176	0.00066973286619718	0.00223693238938035	0.00649433320425261	0.0147015763747464	0.000560275859246036	0.00163875871361334	0.00393856354590109	0.00909061176257873	0.000871616307879555	0.0022582937983674	0.0051669121587186	0.0112098534103515	0.00125145509972692	0.00190237207169649	0.00299222107829396	0.00549290538522686
18	-0.00142643040883722	-0.00606272577107308	-0.0244851120157436	-0.0141779283423999	0.00744621711214685	0.0218384467279072	0.0211647016891995	0.0266319225501527	0.0120981788271623	0.0288214320384747	0.0404159439517029	0.0293609836929274	0.0173990667381013	0.0411485297036072	0.051847031764633	0.0528715735520446	0.0148472549932097	0.0326253201478877	0.0478793739534517	0.0506308344714524	0.000669395207010338	0.00218942903650377	0.00653712252069595	0.0118559688792384	0.000669952489698721	0.00223725928195061	0.00649530270528836	0.0147010899740086	0.000560448995959859	0.00163919052390294	0.00393910169523775	0.00909122120848226	0.000871766586829469	0.00225926842536382	0.00515748217701185	0.0112110762652031	0.00125158472413863	0.00190246568996277	0.00299230733836032	0.00549302679095272
19	-0.00170139871666126	-0.00526682823864734	-0.0263997683873835	-0.0215394774567446	0.00726324576604384	0.0206353298966423	0.0155617171652918	0.0306620283596616	0.0128505416051232	0.0323431455235043	0.0452020420758846	0.0308588157856962	0.016609433821932	0.0419780974742267	0.0501507498674044	0.0291169161334972	0.0133959776403386	0.028794798087712	0.0411546957727365	0.0491276917482764	0.0006694446812668	0.00218950962983538	0.00653728312150579	0.0118552656395731	0.000670158756681456	0.00223758452880188	0.0064960952990842	0.0147008331556797	0.000560633535577471	0.00163987025537476	0.00393751880130001	0.00909196620027194	0.000871906208492738	0.00226014708557206	0.00515038923010521	0.0112125814373655	0.00125190448562893	0.00190282266614039	0.00299254142238653	0.00549307897450295
20	-0.0021040923573749	-0.00568119130265229	-0.0228647648732703	-0.0163582949493152	0.00617217714096675	0.0198650082778244	0.0149536592363699	0.029399881675062	0.0113489463479796	0.0300216260125558	0.0427733511164611	0.0437977432623312	0.0155503710181659	0.0418432882263625	0.042881797962955	0.0337770655649817	0.0141552809484654	0.0253621370082251	0.0302342832355225	0.0341637456639978	0.000669505670735678	0.00218959242433758	0.00653729889323066	0.0118548594267586	0.000670305749499804	0.00223779370742815	0.00649685279612572	0.0147007382786443	0.000560789879436835	0.00164014849677602	0.00393551778694452	0.00909255336631882	0.000871980484027064	0.00226096702131897	0.00514556644459828	0.0112133978959343	0.00125215501589021	0.00190305412899761	0.0029926963852485	0.00549289222387194
21	-0.00210326615264761	-0.00613841700606524	-0.0200381480201497	-0.00967205926350521	0.00683751335240404	0.0207926869728366	0.0175417807653094	0.0323332927431941	0.0113115761041622	0.032963609406763	0.0515807298334579	0.0628700274153879	0.0149069829266888	0.0430838864664728	0.0420063752011818	0.0430436554916125	0.0143059066662969	0.0222268689146907	0.0268057142519501	0.0303905915361558	0.000669561685857183	0.00218984128630771	0.00653735430594749	0.0118546532486893	0.000670473655766617	0.00223791718946645	0.00649748703597045	0.0147006165334103	0.000560850941519792	0.00164024556193402	0.00393394770630878	0.00909292487877468	0.000872228741654441	0.00226149563792344	0.00514169302473306	0.0112130595969746	0.00125241444195834	0.00190334243772386	0.00299287911760616	0.00549270589174247
22	-0.00219372454424077	-0.00491727979570201	-0.0176149464269034	-0.00851396141253395	0.0054343382874449	0.0173873088021919	0.00890843154580085	0.0238322142102547	0.0110105216242942	0.0287955331669354	0.0494871915954931	0.0665410895437188	0.0138086869524957	0.037278698050267	0.0398961881443833	0.0479301818172853	0.0146467167786115	0.0253212755843215	0.0320033888542007	0.034249289424742	0.00066955528879441	0.00219006908167456	0.00653744055757847	0.0118546347482719	0.000670648307422996	0.00223815822354396	0.00649809281443587	0.0147002362133788	0.000560952132261645	0.00164015194121261	0.00393309901301511	0.00909311414509772	0.000872488075803159	0.00226183614415469	0.00513932901761484	0.0112132461184046	0.00125256190507377	0.0019036539522185	0.00299313564097791	0.00549281386566508
23	-0.00193279783343786	-0.00519476935509474	-0.0132901797244454	-0.00518701291624386	0.00581646143211256	0.0189668075983708	0.0067705391477003	0.0158033585870832	0.0100356561625383	0.0263900827465508	0.0574651589928456	0.0728355348641626	0.0140610590417504	0.0358527621925348	0.0391806817064007	0.0479538840055015	0.014475752498117	0.0205525139954133	0.0288334627380611	0.0344342780870449	0.000669575849699101	0.00219030255072725	0.00653758542415534	0.011854890478176	0.000670817883191295	0.00223834995228971	0.00649873047237674	0.0146996653861154	0.000561103873015338	0.00164030001051482	0.00393264922505917	0.00909330744210538	0.000872604545654482	0.00226216804816618	0.00513819533567694	0.0112137040218599	0.00125255606580049	0.0019037175208575	0.00299330353431458	0.0054927369382905
24	-0.0011026623384667	-0.00512571197728828	-0.0135965954728432	-0.00594553059736744	0.00537037580116334	0.0195897565369503	0.00773315083635171	0.0108453569787792	0.00950249684388527	0.0251053306434882	0.0578033654184962	0.0671118746088655	0.0136276784732696	0.0298157499009964	0.0301609554965219	0.0420395769266394	0.0115478405157899	0.0125390634379371	0.0201643798093241	0.025106166590906	0.000669659962287416	0.00219043279653721	0.00653806979526396	0.0118558235249647	0.000670980727041395	0.00223853667324523	0.00649935272108913	0.0146993677848811	0.000561185883959431	0.00164060708610877	0.00393257678817755	0.00909356121936576	0.000872808829559856	0.00226255093825625	0.00513802349950234	0.0112136643975254	0.00125260241167098	0.00190379355740581	0.00299366686235643	0.00549266108856756
25	-0.000684768009675535	-0.00538767589984355	-0.0196624265889527	-0.00775141030231528	0.00458265489706865	0.0166313787181268	0.008896735807793	0.0153615710399496	0.0102740653973829	0.0245388126968756	0.0497627508452169	0.054986547871709	0.0134825508916402	0.0276356394669431	0.0279562725977423	0.048687093120696	0.00982393153467262	0.0128442297273736	0.0293878793782374	0.0333027887083489	0.000669669993316525	0.00219056330830564	0.0065396944148465	0.0118660863016616	0.00067118164044323	0.00223871980363483	0.00650002553042279	0.0146994316453187	0.000561382428027752	0.00164101391533636	0.00393266259465538	0.00909382987366199	0.000872966356502026	0.00226274188491032	0.00513828835855312	0.0112137140791809	0.00125259396061438	0.00190387701064052	0.00299379485313918	0.00549242127745346
26	-0.000818074901350897	-0.00667549398618296	-0.0222942494987448	-0.0130057349765801	0.00492589348817861	0.0168761198606768	0.0097643924214203	0.0163868487229455	0.0103540767463801	0.0250083205711489	0.0531324369304989	0.0658248070304266	0.0122327214539185	0.027637503429	0.0301085506487118	0.0387167975421773	0.00871594484682874	0.0102432752973143	0.0253401288673838	0.0250905849103386	0.000669751908746156	0.00219076755263393	0.00654050034969545	0.0119189715485045	0.000671344880526471	0.00223894697572141	0.00650123201214368	0.0146998309777752	0.000561479363565074	0.00164129176273	0.00393279697639059	0.00909425953313814	0.000872991049104811	0.00226286636135449	0.00513895386796518	0.0112137298601287	0.00125256894767394	0.00190404774829999	0.00299395212446398	0.00549242666740248
27	-0.00124436658589243	-0.00761681290438845	-0.0177801660515256	-0.00920682476852888	0.00628514854033925	0.0168131670391846	0.0250598180420985	0.0299642832037096	0.00982800335758469	0.0210862682627429	0.0401303742940444	0.0591090373718026	0.0104189447486121	0.0249059886996537	0.0209228664007016	0.0254606332524098	0.00935671786996705	0.0132839533115205	0.0215011560192603	0.0154946974786752	0.000669823780297093	0.00219108929587447	0.00654180605033252	0.011954668783501	0.000671499012476597	0.00223924499060716	0.00650239468116536	0.0147008494246497	0.000561570293262963	0.00164157188678025	0.00393291990016184	0.00909478139169241	0.000873008676449703	0.00226300829608196	0.00513948185134192	0.011213704609607	0.0012526176727559	0.00190418918945184	0.00299433706450984	0.00549256818230352
28	-0.0020592633010357	-0.00575663981582567	-0.0107923053600958	0.00508525054976939	0.00599639866443044	0.0134983954099218	0.0308436961407247	0.0374253254176904	0.00926652696480798	0.0220307592607982	0.0338810736694904	0.049386990698061	0.0119640664995556	0.0254916072916128	0.0228502346633571	0.0232250490126795	0.00601621056476022	0.0114371402393739	0.0194951096777106	0.0196501902721084	0.000669950336512491	0.00219125209890448	0.00654238126345126	0.0119784163800864	0.000671608650790897	0.00223948472348167	0.00650339310089595	0.0147021706743714	0.000561697012274731	0.00164177824714969	0.00393309326126446	0.00909476873228488	0.000873070309627143	0.00226306251193399	0.00513988141739002	0.0112134954213284	0.00125272593615929	0.00190425084006441	0.00299442859243351	0.00549263610431579
29	-0.00271490853698528	-0.00531869141268366	-0.00944471060464162	0.00569016665884367	0.00625633017449168	0.0139491919557135	0.0300575689181012	0.0346506864426887	0.00987523567941171	0.0244106203865749	0.0356585688351766	0.0452829060509737	0.0104529233807345	0.0234076933026089	0.0251383969571909	0.0226551248662569	0.0046244674102545	0.0108432026928784	0.0187861181105974	0.014233453112877	0.000670088234053406	0.00219138218464078	0.00654253580651038	0.0119933606950386	0.000671690328592771	0.0022397080339602	0.00650423587940254	0.0147032398662743	0.000561792694069482	0.00164193078574287	0.00393333766340795	0.00909440998075141	0.000873180762488644	0.00226314599731353	0.00514029210893202	0.0112137908475075	0.00125282351021615	0.00190446011017419	0.00299456476050156	0.0054925593550499
30	-0.00261346973063348	-0.00529641698118464	-0.00872457190325666	6.91210831203146e-05	0.00595924949134172	0.0156991416585385	0.0253296158733034	0.0196355168260403	0.00984994676968845	0.0248923376416168	0.0331029505760295	0.0427131743104181	0.0139570442311941	0.0245840158155718	0.0384448610851666	0.0375303774154698	0.00585839429471717	0.0112205655849264	0.0168931740880225	0.00860639551355091	0.00067016279493598	0.00219145881513623	0.00654246827962416	0.0120024024640932	0.000671849262313122	0.00223999161663139	0.00650501045760301	0.0147041574680616	0.000561835460921202	0.00164205598114715	0.00393343509216129	0.00909409188495484	0.00087325576733245	0.00226327444214624	0.00514076339754827	0.0112149363256879	0.00125294302002769	0.0019046370099183	0.00299457277078867	0.00549256670324918
31	-0.0028166634923172	-0.00620425195318873	-0.00827155793567047	-0.01243555562328	0.00629078187665824	0.0163362960099502	0.0270718214391768	0.0182030371584929	0.00898884083226748	0.0218436692569483	0.0277846977146644	0.0612989575700579	0.0109947908399236	0.0201682397130085	0.0309692220735868	0.0287374545237394	0.00631023143316445	0.0115624251319195	0.0182866970835111	0.00641308333690875	0.00067019099865473	0.00219154803273574	0.00653787217647375	0.0120086892307163	0.00067196626468204	0.00224016025638755	0.00650550153914647	0.0147054932102963	0.000561848527768022	0.00164225303002605	0.00393353839594919	0.00909379444532544	0.000873492742968947	0.00226348497223626	0.00514087750467827	0.0112162170624046	0.00125302628519859	0.00190481404984175	0.00299461840950137	0.00549279755153819
32	-0.00187367273554317	-0.00498656640372936	-0.0114823978716458	-0.0136099816385712	0.00579489272336643	0.0155621739878424	0.0261685473933013	0.0131212435682457	0.00809148884255035	0.0206963252823706	0.0238107651427287	0.0423408129653057	0.0113433466052372	0.0241779518113749	0.0338047890589263	0.0406725990127904	0.00527005711062265	0.00597950214326012	0.0221039251504263	0.00981046168067157	0.000670196741406812	0.00219173360503106	0.00653223260114681	0.0120115984430858	0.000672069517598458	0.00224035493349583	0.00650580588647996	0.0147076209815929	0.000561857036346075	0.00164241279882851	0.00393366087182538	0.00909381731011481	0.000873581653797655	0.00226353851048811	0.00514080779032706	0.0112170726941912	0.00125305180996402	0.00190502404280775	0.00299474384805525	0.00549278006978069
33	-0.00159899028922747	-0.00519732750537702	-0.0107727261790471	-0.00998500638152266	0.00509874198290718	0.014725046055201	0.0220706581180599	0.0258720488555542	0.00907835551967863	0.0187927670907567	0.0244716109178442	0.038246484976381	0.0103939256401844	0.0195406601722645	0.025418701239322	0.038079704253513	0.00426291808671356	0.00254472716367826	0.0210866736248535	0.0079753525553667	0.000670176686179085	0.00219182122080722	0.00652839150795763	0.012013842255754	0.000672164891503336	0.00224049605691239	0.00650608334483923	0.0147104113262133	0.000561812139620912	0.00164253680705088	0.00393368389180048	0.00909367298632963	0.000873583207059202	0.00226406085358997	0.00514084148826255	0.0112181870917529	0.00125301869619976	0.0019049629515553	0.00299486218018443	0.00549305047656367
34	-0.00123428214647039	-0.00431871415628355	-0.00857429397078793	0.000238677355908435	0.00429931637574383	0.0129837339535335	0.0138841121572707	0.0325437993251234	0.008922543097471	0.0167852381287559	0.0237620400782646	0.0398455788677438	0.0111493250329634	0.0202849521092555	0.0211124074300338	0.0354602756427218	0.00510659728499762	0.00414329873376131	0.0204857576335772	0.00549820829863668	0.000670210173687308	0.00219179829801083	0.0065259067201776	0.0120148931731311	0.000672225528299194	0.00224064210750012	0.0065063742111801	0.0147126347544851	0.000561774692677973	0.00164273170540698	0.00393367096586258	0.00909345937690114	0.000873538828604872	0.00226452409883703	0.00514091868847676	0.0112187537003515	0.00125293023672427	0.00190482648328798	0.0029948756320258	0.00549330914000228
35	-0.00114680045494085	-0.00515461497113178	-0.0118364217735145	0.000296850602334461	0.00470564190447696	0.0127134462136295	0.0100847715063669	0.0311225493920464	0.00941597386682269	0.0173910702306795	0.0249033387219944	0.0441921482641661	0.0101479560079193	0.0202859966290589	0.0183908179649261	0.0333976140608093	0.00789025898044255	0.00668337187699722	0.0194368160343314	0.00675527811396897	0.000670205835283049	0.00219176920880468	0.00652441285207152	0.0120155272461391	0.00067228129714738	0.00224088227878234	0.00650689990954697	0.0147140958406518	0.000561776788114999	0.00164297475882231	0.00393382163432758	0.0090929580937914	0.000873489039515933	0.00226485670207761	0.00514096772365808	0.0112192901681258	0.00125287155345807	0.00190481974118465	0.00299500892217961	0.00549315508751376
36	-0.000820947508050188	-0.00429041292723873	-0.0115101621116038	-0.00518206393485494	0.00546243847469307	0.0120905549612152	0.00646959543732456	0.0311940727081661	0.00859853169398715	0.0174035398939469	0.0229338273897711	0.0421516974082005	0.0111667789202483	0.0231980592249078	0.0156252966205697	0.0213221595937585	0.00756260887317463	0.00554521754581381	0.0159797448018886	0.00662696217692863	0.000670255052141327	0.00219179658697444	0.00652356025603227	0.0120159473589784	0.00067233170443969	0.00224150933232805	0.00650735315423291	0.0147151626407926	0.000561842767862619	0.00164321863105306	0.00393411669483113	0.00909274925569311	0.000873448406569837	0.00226509250831668	0.00514103780965008	0.0112188137512267	0.00125281132888094	0.00190482205018247	0.00299492967600269	0.00549318809553874
37	-0.000516702577746978	-0.0038937940619584	-0.00801198505373956	-0.0010053465774345	0.00590113606044003	0.0119885951181599	0.00547017483750391	0.0323585959535151	0.00823679790262563	0.0177028225147566	0.0251648115949179	0.0460288585168237	0.0127544418518681	0.027074891547185	0.00878565115972253	0.0158825676374971	0.00671515648250467	0.00733738221089777	0.0182095483416319	0.00212061500185148	0.000670262100490358	0.00219176560150832	0.00652339716903166	0.012016543204362	0.000672413144460527	0.00224243263239448	0.00650780048932719	0.0147160692233282	0.000561932608822229	0.00164345183625153	0.00393431443866654	0.00909230897146905	0.000873383802887453	0.00226515129065599	0.00514141723420762	0.0112178422809042	0.00125264132573482	0.00190477365879216	0.00299488719697254	0.00549323495651634
38	-0.000112255192772227	-0.00292704621025942	-0.00838740746910418	-0.00459801586398605	0.00477145609639436	0.0123850604045737	0.00747654995569918	0.0264085303934767	0.0078390187633882	0.014854216567843	0.0189467916098209	0.0398745399323215	0.0115216546771042	0.0232851561164035	0.00659593959976243	0.0100672628665647	0.00574037928812142	0.00511191110627522	0.0129834177870525	0.00600378269266008	0.000670279425021508	0.00219173850851364	0.00652364046201435	0.0120173286397754	0.000672481400696394	0.00224323551572951	0.00650810303256161	0.0147166424786	0.000562001301677948	0.00164373244325178	0.00393453262179178	0.00909188842970132	0.000873309889320237	0.00226508640246184	0.00514132387263619	0.0112169441190291	0.00125255016389193	0.00190475549651045	0.00299485812086725	0.00549318531679215
39	-0.000752234191490302	-0.00326950068361757	-0.00896879472103717	-0.010341386007672	0.00433247557815503	0.0103982084892751	0.012960539518459	0.0312427739483506	0.00836874892766607	0.0164979285436933	0.0191177251973413	0.0366917301216374	0.0136704988137613	0.024180921653223	0.0221021267669031	0.025677728315996	0.00998078194739661	0.00954472660047093	0.0185060213058041	0.0170917445172574	0.000670302350626231	0.00219174462387563	0.00652374162338751	0.0120176811173208	0.000672558290717831	0.00224375884224376	0.00650826513689009	0.0147168412518848	0.00056202797673457	0.0016438833169712	0.00393505919984136	0.00909180819398536	0.000873265820228022	0.00226496843522735	0.00514085660203667	0.0112157057159066	0.00125239595793728	0.00190462660370787	0.00299493606705048	0.00549341364241866
40	-0.00113460549434545	-0.00324826301142545	-0.00535739604392924	-0.0109623049138191	0.00393817520588576	0.00768708130282506	0.0109041606084379	0.0275696815625936	0.0075972558962034	0.0164723831959116	0.0238459847960581	0.0397813511294158	0.0103441826951271	0.0183821171157525	0.0118806337766343	0.0142094981949502	0.00753202971126726	0.00666435981193097	0.0129887466856686	0.0029133874596935	0.000670334502715697	0.00219172736313159	0.00652386309494893	0.0120180380644222	0.000672612610861516	0.00224412265051675	0.00650848413185591	0.014717038263827	0.000562093782900858	0.00164402529926518	0.0039352268770076	0.00909155127680461	0.000873245263181766	0.00226483203807717	0.00514049777487028	0.0112143671618014	0.00125232120389891	0.00190458760605624	0.00299505885089009	0.00549358023774229
41	-0.0017824330964379	-0.00289668649650526	-0.00350909176706042	-0.0154436456604432	0.00426836588752936	0.00704473585146139	-6.16927133478169e-05	0.0105743785613553	0.00700163239820898	0.0178815471506071	0.0183434123437838	0.0237341483016557	0.00967213810035381	0.0198493855512757	0.0103987989791188	0.0111635762940215	0.00719867144523263	0.00867868743161663	0.0122534182390546	-0.00438591323180698	0.0006703331512752	0.00219167473039857	0.00652408972329947	0.0120183832405468	0.000672812165186688	0.00224446985952735	0.00650866075545106	0.0147174270711794	0.000562106812243609	0.00164414184456424	0.00393533749260699	0.00909143274232912	0.000873218908022567	0.00226474374111405	0.0051405293201717	0.0112131723051244	0.00125222927216506	0.00190453769279524	0.0029949747232197	0.00549373868778815
42	-0.00208715566752652	-0.00382103233786311	-0.0037233634820852	-0.0156526625084224	0.00585197769763419	0.00700282609706621	0.00572112845907941	0.0266339984993914	0.00626777728439395	0.0181526293068875	0.0195538252443323	0.0173389073051298	0.0103726796320272	0.0171903121635095	0.0117268847461821	0.0164300001825114	0.00772446213271089	0.00797341109441966	0.0109300713429773	9.69482342052623e-05	0.000670355178483709	0.0021916980955304	0.00652427579528541	0.0120186033136539	0.000672922042066083	0.00224476703170688	0.00650891333866112	0.0147176296241295	0.000562102539731542	0.00164423303024303	0.0039354067797631	0.00909205698824445	0.000873147891481391	0.0022646160532708	0.0051405815472598	0.0112124912280895	0.0012521206737263	0.00190452827161384	0.00299499499403501	0.00549374374458358
43	-0.00238828161060985	-0.00433339250834947	-0.00784201083513051	-0.0164835851007242	0.00577311661403913	0.0106889203698394	0.0162827711134388	0.0305741435892399	0.00581946968150222	0.0178180968105015	0.0231407752885504	0.029104331927893	0.00867459570869857	0.0146258979955771	0.00964535512546945	0.0202388114180233	0.00825725458621843	0.00699795698345641	0.00655946969426588	-0.000816823143059756	0.000670417652060617	0.00219168800573235	0.00652440844173421	0.0120187360548056	0.000672971362210981	0.00224503499659485	0.00650911325626537	0.0147182068270323	0.000562141945476583	0.00164440972998401	0.00393547272349201	0.00909271115947089	0.000873081198211205	0.00226467666983716	0.00514098204785582	0.0112119919490858	0.00125196348121861	0.00190451385296124	0.00299497528622982	0.00549395551201295
44	-0.00229460150664556	-0.00654740054875	-0.010365018417783	-0.019197792308321	0.00380371426043412	0.00595211454436142	0.00317713601237703	0.0151131839568434	0.00644211843053111	0.0166385836746415	0.0188116977889277	0.0172127620786346	0.00739796835494053	0.0155447860782062	0.00655374326910574	0.0198287362500829	0.00906258429445011	0.00847496977715301	0.00923181756748534	-0.00175807287867371	0.000670523321479195	0.00219178691007927	0.00652446026104974	0.0120200094654117	0.000672991697237215	0.00224516265829571	0.00650944820642533	0.0147188161590404	0.00056218739339331	0.00164463005839048	0.00393557865241048	0.00909522501773222	0.000873092282182252	0.00226476630600228	0.0051412247474414	0.0112095322755608	0.00125189754398821	0.00190446166055061	0.00299496345680545	0.00549411365977256
