lagtime	wtd_avg_RRD_p|antQ0.00876-0.1	wtd_avg_RRD_p|antQ0.1-0.2	wtd_avg_RRD_p|antQ0.2-0.5	wtd_avg_RRD_p|antQ0.5-1	wtd_avg_RRD_p|antQ1-20.2	se_p|antQ0.00876-0.1	se_p|antQ0.1-0.2	se_p|antQ0.2-0.5	se_p|antQ0.5-1	se_p|antQ1-20.2
57	-0.00191809596986197	0.00221733070421915	0.00359919333182673	0.00168307914558333	0.000587214050073896	0.0003777964736976	0.000378076742434573	0.000292932890307193	0.000400994813336852	0.000389127855573746
58	-0.00136841160995539	0.00192449729321031	0.0035423205239721	0.0016570344802085	0.000593297299759218	0.000377768549806272	0.000378053059039871	0.000292899818851087	0.000400999480827398	0.000389115715880847
59	-0.000904493629985665	0.00236660365899699	0.00315710080418585	0.00203388203904489	0.000492875857217823	0.000377657565003245	0.000378052156415061	0.000292876736531811	0.000400999450467684	0.000389096801405926
60	-0.00108770553858329	0.00194798648660489	0.0028831703924574	0.00233677346642912	0.000885626324327934	0.000377536677325174	0.000378044079570975	0.000292830927206698	0.00040096258267138	0.00038907653420322
61	-0.00135486077324923	0.00197346855682584	0.00367100397019086	0.00265682738775689	0.00148174818319588	0.000377452283865899	0.000378047387460129	0.000292792831661622	0.000400911352439833	0.000389044871378818
62	-0.000948442434477194	0.00192422525425045	0.00319556230615022	0.00307990026096734	0.000980414064480738	0.000377408400487722	0.000378038475942847	0.000292758806537908	0.000400874986075358	0.000388953266377973
63	-0.0011427419750027	0.00230817173163763	0.00353938140297951	0.00196374355926639	0.000660620821053214	0.00037737380661758	0.000378034472279895	0.000292710309117245	0.000400846688841435	0.000388903873284478
64	-0.0015846278717866	0.00255129282781807	0.00355630298974656	0.00191112047553966	0.000264047374036069	0.000377324779084701	0.000378018015748593	0.000292619536909884	0.000400825239904551	0.000388904673681405
65	-0.00156946564421107	0.00231357534751023	0.0031840927645719	0.00231489481058883	0.00161855611416184	0.000377279922192324	0.000377998511379216	0.000292567430598429	0.000400804739131526	0.000388788409016598
66	-0.000878392813855393	0.00183596501255135	0.00309402310806769	0.00173077990508211	0.00158032998316543	0.000377229649288973	0.000377975132466649	0.000292538532079368	0.000400776939352492	0.000388780844629217
67	-0.000969997611949186	0.00168531326865789	0.00289873070445857	0.00176165571551087	0.000697308597667657	0.000377125381640134	0.00037794029997649	0.000292511484118611	0.000400793025287047	0.000388770937323666
68	-0.00159165110476521	0.00178715276292823	0.00255288010238203	0.000615663422280498	0.000708153589594304	0.000377088283626768	0.000377893719206774	0.000292451853589872	0.000400784915075333	0.000388757943247354
69	-0.00125174070668368	0.00178269308274833	0.00247788453864486	0.00108727750184648	0.000447351207995794	0.000377061047201819	0.000377828696523114	0.000292425670018646	0.000400765884912726	0.000388727464760803
70	-0.00103992491449572	0.00186581402763882	0.00319276216885061	0.00197997472751814	0.00166662086767145	0.000377043343574199	0.000377808477963694	0.00029239000051893	0.000400773733758876	0.000388704208192584
71	-0.0014022442853745	0.00167595816613372	0.00370579430496275	0.00234443423258918	0.00129705620222531	0.000377019756380666	0.000377813463779826	0.000292369358983438	0.000400695462100894	0.000388655693479528
72	-0.00104775548445356	0.00134434825808278	0.00329124451746885	0.00273756778259798	0.000607041696694364	0.000376971376910055	0.00037780450047167	0.000292342966154911	0.000400604472139279	0.000388630950400144
73	-0.00119112145102348	0.00128769877037613	0.00306380570657178	0.00299668031541296	0.00189906282798058	0.000376956350311615	0.000377772247416367	0.00029231479281547	0.00040055752477709	0.000388645011180205
74	-0.00114417321777549	0.00163123006178692	0.00246438382491468	0.00179564581884555	0.00109385567909949	0.000376952996007926	0.000377756384045175	0.000292298616134767	0.000400527342558465	0.000388633946080962
75	-0.000902486140231849	0.00130040361027484	0.00296579562634948	0.00233037204057299	0.000976526194783274	0.000376911334401549	0.000377727595717924	0.000292250655470151	0.00040049766566045	0.000388630882315764
76	-0.00128949966536889	0.00109284030846587	0.00333779765065351	0.00230235589086562	0.00199966937165169	0.000376858943412312	0.000377691937493081	0.000292188968609121	0.00040045925003535	0.000388665274888233
77	-0.00131113489334935	0.00105750325646619	0.00272694513384883	0.0020434169244865	0.00254059362667576	0.000376787974837602	0.000377642654198973	0.000292152424838904	0.000400394616127273	0.000388651127904549
78	-0.00152910382738208	0.00109764633174831	0.00205902476604589	0.00226152514653645	0.00172516314611983	0.000376729386654066	0.000377581192380694	0.00029210192802014	0.00040033905231694	0.000388593068251991
79	-0.00159609406857076	0.00150694162934536	0.00220956685026343	0.00166509279021362	0.000675174550500238	0.000376661939454353	0.000377511476570171	0.000292056475350835	0.000400226172708348	0.000388510632576514
80	-0.00146703239859752	0.00189853628626052	0.00213287990393255	0.000990693730836724	0.00055901515063876	0.000376568990663884	0.00037741755855413	0.000291979080118638	0.000400154575032125	0.000388477628431362
81	-0.00118660287082953	0.00136262351960419	0.00218243673776498	0.00116164626341046	-0.000294714782295595	0.0003765015192141	0.00037733068695645	0.000291870296924678	0.000400048412639615	0.000388411236544801
82	-0.00140798093857547	0.00163231147327894	0.0023424201106287	0.00184988739515114	0.000341596167892203	0.000376435511806115	0.000377239563212634	0.000291801168630819	0.000399861062735871	0.000388383316011693
83	-0.00135958694534735	0.000858762335988747	0.00190501294680056	0.00180799164294346	0.000962470671856018	0.000376365718181983	0.000377170634587148	0.000291740244414879	0.000399696108299106	0.000388292723827988
84	-0.00109371843816882	0.000521194147272454	0.00232302874839447	0.00251547551748536	0.000784197453890285	0.000376315924536021	0.000377085391851022	0.000291681003440719	0.000399466557965182	0.000388251826363552
85	-0.00111246247062737	0.00110122349972778	0.00295298584616139	0.00229915861627967	0.000816371000408248	0.000376247552666929	0.000376964364015614	0.000291562144713037	0.000399180769188116	0.000388127746066443
86	-0.00123931512574236	0.0012495088024613	0.00303747536758122	0.00240727368341108	0.00115748837259944	0.000376209232453545	0.000376823017467225	0.000291490691595206	0.000398917425916659	0.000388018150714866
87	-0.00125554610974517	0.000952968659709542	0.00250088005351373	0.00175817318941401	0.000204743599452743	0.000376169615970592	0.000376709095229223	0.000291377673371714	0.000398681476182401	0.000387939381937952
