lagtime	NRF_p<2|antVPD-0.0951-0.0932|antQ0.00876-0.1	NRF_p=2-4|antVPD-0.0951-0.0932|antQ0.00876-0.1	NRF_p=4-6|antVPD-0.0951-0.0932|antQ0.00876-0.1	NRF_p=6-10|antVPD-0.0951-0.0932|antQ0.00876-0.1	NRF_p<2|antVPD-0.0951-0.0932|antQ0.1-0.2	NRF_p=2-4|antVPD-0.0951-0.0932|antQ0.1-0.2	NRF_p=4-6|antVPD-0.0951-0.0932|antQ0.1-0.2	NRF_p=6-10|antVPD-0.0951-0.0932|antQ0.1-0.2	NRF_p<2|antVPD-0.0951-0.0932|antQ0.2-0.5	NRF_p=2-4|antVPD-0.0951-0.0932|antQ0.2-0.5	NRF_p=4-6|antVPD-0.0951-0.0932|antQ0.2-0.5	NRF_p=6-10|antVPD-0.0951-0.0932|antQ0.2-0.5	NRF_p<2|antVPD-0.0951-0.0932|antQ0.5-1	NRF_p=2-4|antVPD-0.0951-0.0932|antQ0.5-1	NRF_p=4-6|antVPD-0.0951-0.0932|antQ0.5-1	NRF_p=6-10|antVPD-0.0951-0.0932|antQ0.5-1	NRF_p<2|antVPD-0.0951-0.0932|antQ1-20.2	NRF_p=2-4|antVPD-0.0951-0.0932|antQ1-20.2	NRF_p=4-6|antVPD-0.0951-0.0932|antQ1-20.2	NRF_p=6-10|antVPD-0.0951-0.0932|antQ1-20.2	NRF_p<2|antVPD0.0932-2.59|antQ0.00876-0.1	NRF_p=2-4|antVPD0.0932-2.59|antQ0.00876-0.1	NRF_p=4-6|antVPD0.0932-2.59|antQ0.00876-0.1	NRF_p=6-10|antVPD0.0932-2.59|antQ0.00876-0.1	NRF_p<2|antVPD0.0932-2.59|antQ0.1-0.2	NRF_p=2-4|antVPD0.0932-2.59|antQ0.1-0.2	NRF_p=4-6|antVPD0.0932-2.59|antQ0.1-0.2	NRF_p=6-10|antVPD0.0932-2.59|antQ0.1-0.2	NRF_p<2|antVPD0.0932-2.59|antQ0.2-0.5	NRF_p=2-4|antVPD0.0932-2.59|antQ0.2-0.5	NRF_p=4-6|antVPD0.0932-2.59|antQ0.2-0.5	NRF_p=6-10|antVPD0.0932-2.59|antQ0.2-0.5	NRF_p<2|antVPD0.0932-2.59|antQ0.5-1	NRF_p=2-4|antVPD0.0932-2.59|antQ0.5-1	NRF_p=4-6|antVPD0.0932-2.59|antQ0.5-1	NRF_p=6-10|antVPD0.0932-2.59|antQ0.5-1	NRF_p<2|antVPD0.0932-2.59|antQ1-20.2	NRF_p=2-4|antVPD0.0932-2.59|antQ1-20.2	NRF_p=4-6|antVPD0.0932-2.59|antQ1-20.2	NRF_p=6-10|antVPD0.0932-2.59|antQ1-20.2	se_p<2|antVPD-0.0951-0.0932|antQ0.00876-0.1	se_p=2-4|antVPD-0.0951-0.0932|antQ0.00876-0.1	se_p=4-6|antVPD-0.0951-0.0932|antQ0.00876-0.1	se_p=6-10|antVPD-0.0951-0.0932|antQ0.00876-0.1	se_p<2|antVPD-0.0951-0.0932|antQ0.1-0.2	se_p=2-4|antVPD-0.0951-0.0932|antQ0.1-0.2	se_p=4-6|antVPD-0.0951-0.0932|antQ0.1-0.2	se_p=6-10|antVPD-0.0951-0.0932|antQ0.1-0.2	se_p<2|antVPD-0.0951-0.0932|antQ0.2-0.5	se_p=2-4|antVPD-0.0951-0.0932|antQ0.2-0.5	se_p=4-6|antVPD-0.0951-0.0932|antQ0.2-0.5	se_p=6-10|antVPD-0.0951-0.0932|antQ0.2-0.5	se_p<2|antVPD-0.0951-0.0932|antQ0.5-1	se_p=2-4|antVPD-0.0951-0.0932|antQ0.5-1	se_p=4-6|antVPD-0.0951-0.0932|antQ0.5-1	se_p=6-10|antVPD-0.0951-0.0932|antQ0.5-1	se_p<2|antVPD-0.0951-0.0932|antQ1-20.2	se_p=2-4|antVPD-0.0951-0.0932|antQ1-20.2	se_p=4-6|antVPD-0.0951-0.0932|antQ1-20.2	se_p=6-10|antVPD-0.0951-0.0932|antQ1-20.2	se_p<2|antVPD0.0932-2.59|antQ0.00876-0.1	se_p=2-4|antVPD0.0932-2.59|antQ0.00876-0.1	se_p=4-6|antVPD0.0932-2.59|antQ0.00876-0.1	se_p=6-10|antVPD0.0932-2.59|antQ0.00876-0.1	se_p<2|antVPD0.0932-2.59|antQ0.1-0.2	se_p=2-4|antVPD0.0932-2.59|antQ0.1-0.2	se_p=4-6|antVPD0.0932-2.59|antQ0.1-0.2	se_p=6-10|antVPD0.0932-2.59|antQ0.1-0.2	se_p<2|antVPD0.0932-2.59|antQ0.2-0.5	se_p=2-4|antVPD0.0932-2.59|antQ0.2-0.5	se_p=4-6|antVPD0.0932-2.59|antQ0.2-0.5	se_p=6-10|antVPD0.0932-2.59|antQ0.2-0.5	se_p<2|antVPD0.0932-2.59|antQ0.5-1	se_p=2-4|antVPD0.0932-2.59|antQ0.5-1	se_p=4-6|antVPD0.0932-2.59|antQ0.5-1	se_p=6-10|antVPD0.0932-2.59|antQ0.5-1	se_p<2|antVPD0.0932-2.59|antQ1-20.2	se_p=2-4|antVPD0.0932-2.59|antQ1-20.2	se_p=4-6|antVPD0.0932-2.59|antQ1-20.2	se_p=6-10|antVPD0.0932-2.59|antQ1-20.2
10	0.00286167511408686	0.00201218930320666	-0.0175684181645759	-0.0397480534574514	0.0104844553358858	0.0249504928903037	0.0255119438235585	0.0248906939836682	0.0166197658560899	0.0407173222456181	0.0616097954501344	0.0863279527794447	0.0217772830559155	0.0536938080528192	0.0868091708455964	0.109968977036309	0.0266677511634837	0.0619117728665731	0.101456925423058	0.129176067406139	-0.00126578183312848	0.000187510232121824	0.0222812382784068	0.0274707275644322	0.00610970659167551	0.026831450484148	0.034481653529659	0.0338012377582497	0.00843353396252473	0.0371817741968398	0.0628510737651642	0.116047537069571	0.0163451479012494	0.0573584673798694	0.0806762000660968	0.146434467002137	0.0215582284872158	0.0504771898406075	0.0683949550652539	0.166083015654052	0.000741215901775325	0.00183029882519874	0.00353375962112079	0.00697209508478601	0.00070589195924235	0.001682217589192	0.00343587652297165	0.00611495162932925	0.000591423005690267	0.00129498753438281	0.00226773593774903	0.00379513678801322	0.000928692412582632	0.00184695900906378	0.00305758870105067	0.00494821208246525	0.00140948421537689	0.00184285680511853	0.00222020339144147	0.00289331211605086	0.00138250653661718	0.0035786641378026	0.00728258303975299	0.0120367247292096	0.00156105920969608	0.00467380402172618	0.00960920330837037	0.0209026008877317	0.00125691164494006	0.0037178738799948	0.00841526155422782	0.0163809295682327	0.00203785730636654	0.00521779978300276	0.0106847092121969	0.0283490216132223	0.00366809522752164	0.00826671226870652	0.0139568747753739	0.0270281921118151
11	0.00122336530445703	-0.000327700297421363	-0.0145392220049175	-0.0416077849252825	0.00895159624276089	0.0196464730500965	0.0184770045787846	0.0215385606539724	0.0162958844659566	0.0360016448533671	0.0511672775296244	0.0791022621528561	0.0190994776350268	0.0482072025455288	0.0843628618008693	0.102347775327969	0.0246142162876207	0.0526774551814459	0.082200550662223	0.101850794307692	-0.000160579973349964	0.000766336998474481	0.0192652948273892	0.0261717982512466	0.00455526735188397	0.0228872710692548	0.0390978742025799	0.0479798331294529	0.00651076831788739	0.0361095933772173	0.0667342453109007	0.113668550969914	0.0157827687856154	0.0439072119664429	0.0685211289715817	0.146538845970584	0.0168733286891965	0.0347144709292266	0.054492339402869	0.171735188896703	0.000741447855339954	0.0018321499988743	0.00353806866214258	0.0069799960369599	0.000706154945576523	0.0016842387781307	0.00344098838194371	0.00612163402467485	0.000591751923244105	0.00129721298480537	0.00227253794885074	0.00380065599414295	0.000929217425766855	0.00184926050619684	0.00306394830461893	0.00495534422838325	0.00141040046055571	0.00184603155027262	0.00222451739506588	0.00289484507360319	0.00138336038643408	0.00358192389649589	0.00729503527308561	0.0120542392111975	0.00156174450622541	0.00467901330739618	0.00961950820981042	0.0209117751476508	0.00125699843652157	0.0037227493514235	0.00842602750019513	0.0163999764459868	0.00203886245469968	0.00522505819781182	0.0106986126570034	0.0283849326430348	0.00367141327915556	0.00828245461092858	0.0139754224062689	0.0270895830226921
12	0.000932102042213145	-0.00138367077132395	-0.0167427931736355	-0.0347757890048668	0.00876343500271629	0.0189375661270038	0.0214799976401186	0.0257740282169876	0.0158376176649663	0.0352721732726184	0.045258241740587	0.0613919320599522	0.0173667537988731	0.0428546209613605	0.0776733174462202	0.103457010703234	0.024542830476339	0.0470406378514345	0.0721732177537834	0.101941492149969	-0.00076152801917681	-0.00544238499972236	0.00849593388200562	0.0219413181858946	0.00450712576850045	0.0200658128265584	0.0394863252462588	0.0611111929150053	0.00431550184096927	0.038305495583534	0.0542040465888529	0.102689386388842	0.0150274962169895	0.0422986945720075	0.0610695943041302	0.1622930644822	0.0194298557900325	0.0367931700637464	0.047390171585015	0.135358654695572	0.000741559044417061	0.00183313452607473	0.00354130986788657	0.00698534673511164	0.000706350699940518	0.00168559850606365	0.00344475554881574	0.00612952572188203	0.000592100073879078	0.00129859229073131	0.00227671208139648	0.0038054860991665	0.000929707197643619	0.00185120689794682	0.00306869592970005	0.00495984020376395	0.00141075176558393	0.00184717409616922	0.00222680780386337	0.00289574572189489	0.00138398035300271	0.0035839227989629	0.00730330924125079	0.0120643406333804	0.00156213567259689	0.00468098790704103	0.00962495856003503	0.020911337635571	0.00125694266875811	0.00372597771818579	0.00843174139150712	0.0164116066589956	0.00203899785430231	0.00522952215577095	0.0107074626329707	0.0284082776674762	0.00367685923382761	0.00829300726011475	0.0139931428694146	0.0271813046143504
13	0.000477170785613378	-0.000684281430827288	-0.0169233084058933	-0.0278510280006824	0.00846517277472899	0.0174439527702907	0.0204520851911486	0.0263670780257317	0.0138690810300416	0.0344345849972037	0.0431444498575503	0.044742061716625	0.0160934016616322	0.0424182571490473	0.0738069752122871	0.102847273056213	0.0220941004289946	0.0406164670019294	0.062933803211786	0.0880793116139578	-0.00287173344531611	-0.00784395744554513	0.00996173085900048	0.0209671695020758	0.00398481266953447	0.0184048130886323	0.035997082859073	0.0550949262787004	0.0027884693684015	0.0318965084903878	0.0510130349216668	0.110993567628963	0.0144525135446132	0.045877172834647	0.0600190867583351	0.150549805347698	0.0149892025029472	0.0320513467633762	0.0456035561555625	0.106822798937206	0.00074166239584266	0.00183401653266123	0.00354308043093345	0.00698893801646881	0.000706528073759067	0.00168669494129087	0.00344717305010298	0.00613382447528505	0.000592356880600936	0.0012999012828922	0.00228016780178723	0.00380921175849403	0.000930293394902844	0.00185317263315575	0.00307274535550624	0.00496359285855876	0.00141169738382385	0.00184826046833747	0.00222817253578913	0.00289686924646925	0.00138428350590421	0.00358551446287695	0.00730856022123727	0.0120711653769106	0.00156242974190176	0.00467583192470937	0.00962745042505507	0.0209078117622707	0.00125680681821841	0.00372872413873287	0.00843422596581578	0.0164183126217423	0.00203932368370867	0.00523386508641048	0.0107124411416254	0.0284228273456899	0.00368158639350543	0.00830283594636416	0.0139964401325896	0.0272598615627588
14	0.00032522918453879	-0.00158059926976882	-0.0186554267899589	-0.0226414749654268	0.00743507044479381	0.0171781572767433	0.0240143266518595	0.0278936151769756	0.0125755366028093	0.0322233860660663	0.0412517367297892	0.0445098887373912	0.0143117930428827	0.0414631236907953	0.0712023738510526	0.0804111961804733	0.0218776991736004	0.0404971401541311	0.0575339011865813	0.0750709784066682	-0.0033426185552917	-0.0096358881618895	0.0114259347804068	0.0196660348694	0.00438632838450941	0.0178623120680883	0.0341168363130656	0.04997875547512	0.00346917567276147	0.0298981736130432	0.0454935627804409	0.101599254498228	0.0103978803757975	0.0382709352531747	0.0534677628274795	0.123441608417594	0.0119978719255144	0.0336576096482553	0.0288662514143791	0.10808879806457	0.000741779872044603	0.00183514747666992	0.00354443459362814	0.00699143122341359	0.000706737964562269	0.00168754963912119	0.00344912425928602	0.00613647408526291	0.000592568562681548	0.00130068798437832	0.00228247469478476	0.00381201944762215	0.000930620640563722	0.00185478971578008	0.00307609722704982	0.00496711933696931	0.00141220170443903	0.0018488984477834	0.00222906995387904	0.00289734260680483	0.00138437322878978	0.00358661122652399	0.00731116638055118	0.0120753796100271	0.00156283122048285	0.00467069015126619	0.00962757943304893	0.0209000111508044	0.00125662138478587	0.00373092418234451	0.00843701541837785	0.0164203666243011	0.00204003775921853	0.00523698895529124	0.0107167591738133	0.0284315548670205	0.00368589439625732	0.00830896446288075	0.0140400970365393	0.0273343480135157
15	0.000401944657013936	-0.00237210400086016	-0.0139437869437114	-0.0158082174426292	0.00692866991853814	0.0159480371760977	0.0277506019322244	0.030186797566281	0.0109274217241227	0.0283954380527634	0.0367615324173971	0.0454753328108293	0.0137360553752992	0.0359176401378317	0.0595403807147321	0.0637120148852728	0.0203955584489831	0.0354661542189736	0.0544707106540561	0.0775424316923764	-0.00239066263136364	-0.00678440080050284	0.0137200706925791	0.0148543151994178	0.00153376386859259	0.0148401479384535	0.033168187481073	0.0484141983483721	0.00255517479139645	0.0286922417211427	0.0417017109899636	0.0904562202906676	0.0112660514164148	0.039580208935893	0.0526980404700528	0.0957688199210409	0.0095580456968301	0.0219784469964973	0.0124229335910724	0.0800371362256657	0.000741836699018497	0.00183612921129851	0.0035453172703031	0.00699335703238199	0.000706911139829199	0.00168819295946434	0.00345072843864885	0.00613875447432164	0.000592696266154609	0.00130120422886191	0.00228421633424702	0.00381425631348865	0.000930848692397891	0.00185595564561123	0.00307835333926026	0.00496979614246044	0.00141253132091543	0.00184967863170368	0.0022298213272556	0.00289789519059981	0.00138443056682518	0.00358734334819163	0.0073124051458531	0.0120777296556773	0.00156333519269159	0.00466734342496762	0.00962782308827807	0.0208955488242023	0.00125669089576573	0.00373268718891004	0.00844014912329049	0.0164033336929115	0.00204057978621928	0.00523961065942034	0.0107183481913766	0.0284407150881633	0.00368736984196146	0.0083174495015652	0.0140476818724034	0.0273673239794222
16	1.68519421770024e-05	-0.00266643560381732	-0.0130909250012159	-0.0166434826643857	0.00658492698165937	0.0157912738200508	0.0226123336313146	0.0234530992728678	0.0110033179042341	0.0264751571596443	0.0378414836971682	0.0491141968150267	0.014599889851136	0.0346382706068205	0.0477239432605262	0.0579664440927107	0.0179915117303383	0.0291913940193769	0.0467819908962293	0.0633523623154375	-0.00225485987354706	-0.00767742150204896	0.0109780166266744	0.0121475641633475	0.000970880905539116	0.014432252871251	0.0362915802147481	0.0503513835211485	0.0044166071027564	0.0295443896522619	0.0450376547614294	0.0889900780891514	0.0124462333248127	0.0458853880140497	0.0387711678899384	0.0753399656347999	0.0180303531612713	0.0312992482762686	0.0322210011965056	0.0768508791564248	0.00074185591102485	0.0018374992167968	0.00354622085387334	0.00699608060031134	0.000707081388102279	0.00168875319974815	0.00345190783631195	0.0061410020222314	0.000592911537360406	0.00130169547519556	0.00228530999082989	0.00381574626284803	0.000930961168665956	0.00185687294065183	0.00307993536394276	0.00496897686986394	0.0014129182046506	0.00185034785234945	0.00223047894193088	0.0028984531331441	0.00138457157874027	0.00358792216996815	0.00731304073085629	0.0120790732663574	0.00156383006928295	0.00466538305716767	0.00962786112269521	0.0208922578774229	0.00125675215374733	0.00373378925972299	0.00844389697797859	0.0163911779918099	0.00204109048770046	0.00524106079859131	0.0107209211568512	0.0284514483516401	0.00368926358797549	0.00832205923814102	0.0142962901401513	0.0275572061311085
17	0.000279753411029661	-0.00177141323904769	-0.0114394149950229	-0.0142874367965733	0.00522112251500529	0.0139269807079475	0.0176513854021075	0.019496788739072	0.0110457567105329	0.0244155487888804	0.0369964456799932	0.0526156608567987	0.0153897078780772	0.0361267885777614	0.0492250391929721	0.0575758322010853	0.0146269033437932	0.0253566082873844	0.0411034965181885	0.0553269038289892	-0.00213476649511406	-0.0102472341958322	0.00704534238234199	0.0113336596660027	0.00232982798478743	0.0130863789051562	0.0377171773715543	0.0529438335066613	0.00439424071645249	0.02769528587179	0.0447737100600319	0.0818513034831884	0.0129596894307034	0.047542820110567	0.0501960004830928	0.0497158003020202	0.0109416771889097	0.0216412639323666	0.0489067259894302	0.091790184511769	0.00074187309904505	0.00183927075776024	0.0035469163273989	0.00699897855371756	0.000707199523962641	0.00168923326038027	0.00345294366599339	0.00614333309478553	0.000593027074924685	0.00130216853255374	0.00228614317652957	0.00381690471301553	0.00093106968451241	0.0018574760066054	0.00308025790661042	0.00496328089634602	0.00141296272297214	0.00185038374421816	0.00223148292617861	0.00289915294467539	0.00138473512714077	0.00358840808556349	0.00731291914785436	0.0120798707040667	0.00156432404862707	0.00466444146925795	0.00962785354230266	0.0208895481030812	0.00125689720702697	0.00373452794435567	0.00844636200330778	0.0163826156062905	0.00204127755496709	0.00524233124292578	0.0107253568831954	0.0284667282475076	0.00369104573589309	0.00833881047234889	0.0154468416825694	0.028294688921309
18	0.000473825539044077	-0.00171390479768183	-0.0114958790122297	-0.0217859286765849	0.00575064366712069	0.0152749745172381	0.0221572300198146	0.0238119791461471	0.0100253079883775	0.0231581571509705	0.0323070411503548	0.0352799698028636	0.0131530374670547	0.0315947813664405	0.0464827278461731	0.0536624759813594	0.0141764154234209	0.0217620235838132	0.0355569804162608	0.0479916017547952	-0.00168624941266215	-0.0117957233043531	0.00108032513441319	0.00928401861378437	0.00510321084439303	0.0154142880325792	0.0374203446001417	0.052911912858986	0.00462220428990407	0.0249220893894968	0.0366886649571849	0.073455208007207	0.0146081304136755	0.0327128869018214	0.0620522168074586	0.0972925933756803	-0.0012904962667472	0.0286038330691015	0.0571654478364768	0.103130601148754	0.000741919302497701	0.0018402077196222	0.0035472631252627	0.00700070394060235	0.000707412767801263	0.00168965420833804	0.00345353896243693	0.00614580075558513	0.000593126383929042	0.00130257379062666	0.00228663133083322	0.00381837011284956	0.00093103226160965	0.00185765610124349	0.0030806240385428	0.00495986906827627	0.00141280147493678	0.00185068189374352	0.00223224631413395	0.00289953434599615	0.00138497549934908	0.00358877323887303	0.0073128556982159	0.0120804576704196	0.00156472680748023	0.00466418463856317	0.00962796168703071	0.0208877814610886	0.00125718061729705	0.00373529140734133	0.00844945872106219	0.0163784947066186	0.00204112092772073	0.00524335677188837	0.0107278251041721	0.0284763867377436	0.00369521403875442	0.00835245427214449	0.0164917079049638	0.0289387883016687
19	-0.00027436707231017	-0.0018066590006809	-0.00984905257653588	-0.0269105087646474	0.00611416805034514	0.0147357233718698	0.0207303949898183	0.0203663858929892	0.0107920082634863	0.0244362811360138	0.0361655494633524	0.039409750609037	0.0130414155223939	0.0293428603525651	0.046074570507754	0.0504853308568187	0.0147888167598015	0.0196761026994548	0.0307997208374956	0.0461815924733708	-0.00139580129434811	-0.0100816220283201	0.0024801792380294	0.0102352631465068	0.00427396327869193	0.0147360000124718	0.0341090157649301	0.048240482943633	0.00479042163308589	0.0310398452732866	0.0492604417152351	0.0731966759164383	0.0168288140961736	0.032669521158938	0.0626724004820512	0.0855983947914108	-0.00700943997340162	0.00707416777672725	0.0247972177967154	0.0777926326079772	0.000741949525420106	0.00184079561594562	0.00354733807778541	0.00700148894364404	0.000707606336287728	0.00169002135315048	0.00345416940814954	0.0061476498836633	0.000593228861985611	0.00130288199828121	0.00228701458217691	0.00381817607143864	0.000931103060483356	0.00185809905980332	0.00308080237309184	0.00495683946167515	0.00141249641475591	0.00185112637243917	0.00223256459344743	0.00289993659622352	0.00138527247096169	0.00358898353424492	0.00731289143457142	0.0120808312741734	0.00156517591431329	0.00466438166792491	0.00962820868424505	0.0208858782391222	0.00125763847711007	0.00373745691644442	0.00845179924861047	0.0163762594332612	0.00204112682776744	0.00524431792869488	0.0107299729941564	0.0284814194075083	0.00370467083196329	0.00835714301804744	0.0170865768527947	0.0293053381287814
20	-0.00117388457185878	-0.00132795823617946	-0.00962549260296426	-0.023674901034257	0.00643986465957899	0.0141207936942805	0.0200742569054989	0.0197497759249324	0.00890126754507344	0.023679001185741	0.0334922714267309	0.0398584365313755	0.01144384773324	0.0302269033311208	0.0458541284260272	0.0443717149316586	0.0176015796332875	0.0182908354073177	0.026931766444097	0.0375790960018939	-0.00208270491052509	-0.00892270168644407	0.00449406933245314	0.00950141423063648	0.000210755954863327	0.010472275232241	0.0308689194942938	0.0460453379351029	0.00381373316980652	0.0274518416245573	0.0561794495832902	0.0831001804583903	0.00960161436875679	0.0208985476438402	0.0565224476537756	0.0957712368614648	-0.00205679473550995	0.0146660117418209	0.016243397440823	0.0568654805645	0.0007419979759402	0.00184124698907671	0.00354731378031588	0.00700187149585901	0.000707784483096746	0.00169029887623242	0.0034546913666047	0.00614939573491632	0.000593360720850379	0.00130307703123827	0.00228689054635777	0.00381727006334	0.000931165137920798	0.00185830217460098	0.00308097580073533	0.00495431129777228	0.00141262623367089	0.00185156881564268	0.00223299169317	0.00290014991977991	0.00138565637321505	0.00358935741792482	0.00731302675730242	0.012081021220428	0.0015655659948265	0.0046648856811637	0.00962808356125777	0.0208867094898293	0.00125812583241694	0.00374002573706272	0.00845321110172795	0.0163754173607383	0.00204140589638842	0.00524546166677612	0.0107329980240765	0.0284876720395362	0.0037088349408278	0.00839430479935091	0.0173322342140364	0.0294713469196796
21	-0.00154442732453236	-0.0010853875349743	-0.010596366610395	-0.0200452853007338	0.00625837772707339	0.0160957433666027	0.021237566689872	0.0235798989057432	0.00857645814982998	0.024156081865291	0.0382261377002058	0.0523648482302592	0.0103033242491638	0.0292300170665224	0.0462555941052907	0.0419135412325287	0.0162600382707002	0.0159539434525191	0.0222785430182958	0.0298196702254373	-0.00268326259741692	-0.00880030575049401	0.00464232286058671	0.00871896402855776	-0.00149698249397151	0.010587069978355	0.0305104211057084	0.0396133917101287	0.00392215303921939	0.0242642558788068	0.0494775009246306	0.0836354813670846	0.0091886431012212	0.0230334087514345	0.0567929459204044	0.0865387819790633	-0.00572427934899799	-0.00105812125121477	0.0113621870620299	0.0363028589933855	0.000742079563889217	0.00184159767935077	0.00354762792038212	0.00700227427002505	0.000707911229701274	0.0016906457977708	0.00345516927515064	0.0061508765104782	0.000593390811591844	0.00130332750435536	0.00228651525887162	0.00381676492189809	0.000931352573039781	0.00185862675200883	0.0030809208278527	0.0049501829425538	0.00141270888903349	0.0018518726499239	0.00223292800200131	0.00290004721542388	0.00138619528792572	0.00358993035981136	0.00731329720497422	0.0120813525297893	0.00156572839232299	0.00466582133234022	0.00962767938671214	0.0208876935771235	0.00125864495815811	0.0037423400694575	0.00845401158101342	0.0163750581776887	0.00204244454553127	0.00524560205529232	0.0107357237784284	0.028494004607072	0.00371051748048152	0.0084291764580275	0.0174498904867233	0.0295424228847466
22	-0.00170097221434446	-0.00132525674006215	-0.0103304625216564	-0.0176483118885372	0.00411666099608703	0.0125391537027321	0.0164512600559707	0.0168400224591149	0.00883887921405749	0.0232518676525867	0.0336576799242869	0.0498543478861229	0.0102411725791232	0.0264839144856235	0.0391510337879366	0.0408228655135382	0.0142043189970744	0.0153208485964376	0.024810500452901	0.0322291629426575	-0.00209848652474014	-0.00737184685279803	0.00389175003968641	0.00720149946043361	-0.00231989504358044	0.011954084677203	0.0257318413095977	0.0226682241333061	0.00440196602931217	0.0231024365755202	0.03515133183998	0.0697274269357521	0.00847567573744271	0.0243147448801913	0.0584431547292049	0.0837453170897189	-0.00485813270889899	0.0216389745378798	0.0329499383894488	0.0429866616479598	0.000742022533431353	0.00184192578404054	0.00354791737601369	0.0070028778638527	0.000708077123960035	0.00169098610363531	0.00345563196397602	0.00615216251330029	0.000593444813021379	0.00130350498646876	0.00228608702491808	0.00381630782315685	0.000931516334248994	0.00185893356500358	0.00308095630497323	0.00494718630728855	0.00141261811535976	0.00185189554559144	0.0022330524738152	0.00290060566699155	0.00138682342333528	0.0035909935227004	0.00731363621850047	0.0120816837022967	0.00156592199644807	0.00466671234260106	0.00962723968951765	0.0209047990081355	0.00125912982331056	0.00374414138259884	0.00845500961567539	0.0163748509184118	0.00204321808031469	0.00524633296208897	0.0107378109023436	0.0285025135473928	0.00371132891923276	0.00845520875826023	0.0175155598385019	0.0295675404945217
23	-0.00134897762246563	-0.00126380018962541	-0.0101609347660189	-0.0128168042856555	0.00445513204869378	0.0147626673318865	0.0184872630315896	0.0144285021034916	0.00910754035485089	0.0208192063857046	0.0319772557538622	0.0546643076248467	0.0124492053324702	0.028032417775822	0.0398644829184185	0.0428404415661265	0.0164293035650469	0.0161253237003338	0.0215271066240792	0.0303958724772668	-0.00148440901669296	-0.00521583457955352	0.00340529397240295	0.0051335294132394	-0.00250456006673958	0.00965588106488923	0.0243275731566226	0.0168373443085916	0.00305019768256604	0.0184803286682105	0.0359991200637775	0.0691269144066566	0.00868517004650087	0.01832466937472	0.0514370540519617	0.0854812414542398	-0.00181226137064518	0.020104719549723	0.0245656783641944	0.0370522021368466	0.000742026648974045	0.00184221636306641	0.00354824257974745	0.00700389031038767	0.000708247649316347	0.00169124822829007	0.00345597253633983	0.00615308126680291	0.000593494554971804	0.0013037077277821	0.00228612936385675	0.00381621256332088	0.000931534225039105	0.00185916377830831	0.00308112086087215	0.00494564333874416	0.00141241048444723	0.00185193736862208	0.00223299263015505	0.00290100550997903	0.00138789794350033	0.00359167821825098	0.00731397658036762	0.0120820504975657	0.00156640786643048	0.00466757670044665	0.00962568349118357	0.0209321564066025	0.00125969510672687	0.00374541574944271	0.00845525810853767	0.0163746835204021	0.00204408611349281	0.00524617701865225	0.0107447795192329	0.0285164810022597	0.00371202474601234	0.00846948084205248	0.0175553458661891	0.0295829497432962
24	-0.00095416173307158	-0.00101031190080798	-0.0100903432652731	-0.0127078903495334	0.00400881040273332	0.0136898171694379	0.0178152580203616	0.0142820799057219	0.00877293086416716	0.0177731845136896	0.0307516945030814	0.0546924127036886	0.0123796451369	0.0256068650196216	0.0307401411512596	0.0332272692019767	0.0128235217417409	0.0108669317120588	0.0130093213392461	0.0177718791198255	-0.00146017511395191	-0.00474389252854003	0.0032270723355035	0.00365640906822962	-0.00135682301349422	0.011247372733418	0.0327744350354283	0.0145199406153574	0.00200156767949267	0.0189690471054184	0.0405292068614586	0.0667530962778514	0.00651640752635666	0.00909974274087015	0.0447213598614985	0.0751105903967351	0.00359987890165046	0.0245098099543532	0.0103413724359555	0.00659543536544392	0.000742008004842332	0.00184251064881131	0.00354868967028086	0.00700644359222135	0.000708382506289482	0.00169137799247678	0.00345631055821303	0.00615384203593828	0.000593610976187395	0.00130384871963631	0.0022864089586614	0.00381602755695193	0.000931775703904895	0.00185941106502409	0.00308154843533915	0.00494545555000135	0.0014121741980453	0.00185221382417255	0.00223322061477443	0.00290121084900602	0.00138914574710169	0.00359338189239067	0.00731448468157617	0.0120823811956984	0.00156710026143285	0.00466842696598997	0.00962128119261473	0.0209507385556462	0.00126021417888674	0.00374629429701143	0.00845520534079506	0.0163745614321845	0.00204545926580683	0.00524934018121155	0.0107526547981045	0.028520558290533	0.00371266916194198	0.00847837840577998	0.0175809485046856	0.029603634842148
