lagtime	wtd_avg_RRD_p|antQ0.0221-0.1	wtd_avg_RRD_p|antQ0.1-0.2	wtd_avg_RRD_p|antQ0.2-0.4	wtd_avg_RRD_p|antQ0.4-2.86	se_p|antQ0.0221-0.1	se_p|antQ0.1-0.2	se_p|antQ0.2-0.4	se_p|antQ0.4-2.86
153	-0.00113759981921015	0.00045189422844349	0.00176550688607828	0.00126769772904858	0.000232061963820417	0.000194155004684521	0.000194629284581584	0.000223012324235548
154	-0.00120280628499991	0.000473974136322183	0.00176878293146238	0.00130158664545694	0.000232038709539371	0.000194158627009384	0.000194627277953494	0.000222901208619687
155	-0.00118881530232296	0.000484807548275408	0.00171049759556295	0.00133608958849723	0.000232039623211788	0.000194170933481273	0.000194625359702081	0.000222917734883473
156	-0.00105975424709993	0.000538227753366962	0.00172897305458841	0.00136413249770318	0.000232033194460683	0.000194183322689966	0.000194627792392273	0.000222920741315143
157	-0.00117374544248425	0.00050917603315017	0.0018276714639821	0.00121041284572745	0.000232014851247471	0.00019418444444753	0.000194614985476512	0.000222751018504393
158	-0.00136868305582752	0.000435700093599835	0.00170644613675691	0.00148200811739378	0.000232028057682981	0.000194175088021623	0.000194595563484991	0.000222395414546252
159	-0.00137835834453617	0.000431234632449144	0.00161510326651229	0.00151073623208974	0.000232033045215304	0.000194169320180376	0.000194590442753045	0.000222200680722459
160	-0.00125660319763941	0.000332472694121341	0.00148362177277495	0.00142028437218621	0.000232067067218128	0.000194183498386903	0.000194592814098316	0.000222076971300431
161	-0.00127805131287675	0.000301959020603622	0.0013179549167616	0.00137910593169358	0.00023209162208581	0.000194210401329245	0.000194587177694986	0.000221953827067973
162	-0.00130016514748298	0.000229206949169281	0.00127852382477782	0.00148507771980222	0.000232066757222755	0.000194205782876689	0.000194586128227511	0.000221775878673561
163	-0.00118533310004862	0.000179423841711469	0.00135836039428092	0.00163020036525578	0.000232035356437879	0.00019420065537256	0.00019460088066481	0.000221424955869919
164	-0.00129456093459896	0.000199626746135096	0.00139846934275019	0.0018244118287689	0.000232021507123642	0.000194158480992599	0.000194629646403835	0.000221037140555038
165	-0.00140200016114463	0.000413161504558247	0.00142637548118546	0.00182083373191264	0.000231990534588243	0.000194149173077781	0.000194640556679018	0.000220794624184318
166	-0.00143393820823906	0.000453230230647156	0.00137451275062647	0.00157241806434247	0.000231960267241919	0.000194155677761583	0.000194631510099457	0.000220622602745848
167	-0.00139530965032088	0.000457587042024839	0.00133688748636649	0.0014936072376	0.000231899482780832	0.000194166129245545	0.000194606122677392	0.000220514839053918
168	-0.00147939360441079	0.000497613518785645	0.00139805078792714	0.00146810736347556	0.000231852980485714	0.00019416618791154	0.000194589292682502	0.000220461926572155
169	-0.00148883864618057	0.000506320334712666	0.0018011610257893	0.00147034563452838	0.000231828978163456	0.000194153738762636	0.000194591467836996	0.000220395522971553
